C;c:\optibus\gn_elec345.txt
V;GD345;1;GD20b;1
S;10124610;377
S;10124710;377
S;10125860;378
S;10125860;379
S;10124000;379
S;10007170;379
S;10005920;381
S;10007195;382
S;10007210;383
S;10007250;384
S;10009019;388
S;10009019;390
S;10008340;391
S;10008380;392
S;10006280;394
S;10005890;396
S;10006060;398
S;10006040;399
S;10006020;400
S;10001015;401
S;10151560;402
S;10151580;402
S;10155160;403
S;10155780;405
S;10155750;406
S;10155740;407
S;10155720;408
S;10155700;409
S;10155680;410
S;10155660;411
S;10155630;412
S;10155610;413
T;G554;441016;11;00;rdekas;374;428;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;374
S;14322610;375
S;14322810;376
S;14322910;376
S;14323110;377
S;14323330;379
S;14323330;380
S;14323410;381
S;14323510;382
S;14323610;383
S;14323710;385
S;14321422;385
S;14223810;386
S;14224210;388
S;14221012;390
S;10124610;391
S;10124710;391
S;10125860;392
S;10125860;393
S;10124000;393
S;10007170;393
S;10005920;395
S;10007195;396
S;10007210;397
S;10007250;398
S;10009019;402
S;10009019;404
S;10008340;405
S;10008380;406
S;10006280;408
S;10005890;410
S;10006060;412
S;10006040;413
S;10006020;414
S;10001015;415
S;10151560;416
S;10151580;416
S;10155160;417
S;10155780;419
S;10155750;420
S;10155740;421
S;10155720;422
S;10155700;424
S;10155680;425
S;10155660;426
S;10155630;427
S;10155610;428
T;G554;441018;11;00;rdekas;387;443;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;387
S;14322610;388
S;14322810;389
S;14322910;389
S;14323110;390
S;14323330;392
S;14323330;393
S;14323410;394
S;14323510;395
S;14323610;396
S;14323710;398
S;14321422;398
S;14223810;399
S;14224210;401
S;14221012;403
S;10124610;404
S;10124710;404
S;10125860;405
S;10125860;406
S;10124000;406
S;10007170;406
S;10005920;408
S;10007195;409
S;10007210;410
S;10007250;411
S;10009019;415
S;10009019;417
S;10008340;418
S;10008380;419
S;10006280;421
S;10005890;423
S;10006060;425
S;10006040;427
S;10006020;428
S;10001015;429
S;10151560;430
S;10151580;431
S;10155160;432
S;10155780;434
S;10155750;435
S;10155740;436
S;10155720;437
S;10155700;439
S;10155680;440
S;10155660;441
S;10155630;442
S;10155610;443
T;G554;441020;11;00;rdekas;398;457;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;398
S;14322610;399
S;14322810;400
S;14322910;400
S;14323110;401
S;14323330;403
S;14323330;404
S;14323410;405
S;14323510;406
S;14323610;407
S;14323710;409
S;14321422;409
S;14223810;410
S;14224210;412
S;14221012;414
S;10124610;415
S;10124710;415
S;10125860;416
S;10125860;417
S;10124000;417
S;10007170;417
S;10005920;419
S;10007195;420
S;10007210;421
S;10007250;423
S;10009019;428
S;10009019;430
S;10008340;431
S;10008380;433
S;10006280;435
S;10005890;437
S;10006060;439
S;10006040;441
S;10006020;442
S;10001015;443
S;10151560;444
S;10151580;445
S;10155160;446
S;10155780;448
S;10155750;449
S;10155740;450
S;10155720;451
S;10155700;453
S;10155680;454
S;10155660;455
S;10155630;456
S;10155610;457
T;G554;441022;11;00;rdekas;409;470;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;409
S;14322610;410
S;14322810;411
S;14322910;411
S;14323110;412
S;14323330;414
S;14323330;415
S;14323410;416
S;14323510;417
S;14323610;418
S;14323710;420
S;14321422;420
S;14223810;421
S;14224210;423
S;14221012;426
S;10124610;427
S;10124710;427
S;10125860;428
S;10125860;429
S;10124000;429
S;10007170;430
S;10005920;431
S;10007195;433
S;10007210;434
S;10007250;436
S;10009019;441
S;10009019;443
S;10008340;444
S;10008380;446
S;10006280;448
S;10005890;450
S;10006060;452
S;10006040;454
S;10006020;455
S;10001015;456
S;10151560;457
S;10151580;458
S;10155160;459
S;10155780;461
S;10155750;462
S;10155740;463
S;10155720;464
S;10155700;466
S;10155680;467
S;10155660;468
S;10155630;469
S;10155610;470
T;G554;441024;11;00;rdekas;417;481;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;417
S;14322610;418
S;14322810;420
S;14322910;421
S;14323110;422
S;14323330;424
S;14323330;425
S;14323410;426
S;14323510;427
S;14323610;428
S;14323710;430
S;14321422;431
S;14223810;432
S;14224210;434
S;14221012;437
S;10124610;438
S;10124710;438
S;10125860;439
S;10125860;440
S;10124000;440
S;10007170;441
S;10005920;442
S;10007195;444
S;10007210;445
S;10007250;447
S;10009019;452
S;10009019;454
S;10008340;455
S;10008380;457
S;10006280;459
S;10005890;461
S;10006060;463
S;10006040;465
S;10006020;466
S;10001015;467
S;10151560;468
S;10151580;469
S;10155160;470
S;10155780;472
S;10155750;473
S;10155740;474
S;10155720;475
S;10155700;477
S;10155680;478
S;10155660;479
S;10155630;480
S;10155610;481
T;G554;441026;11;00;rdekas;428;492;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;428
S;14322610;429
S;14322810;431
S;14322910;432
S;14323110;433
S;14323330;435
S;14323330;436
S;14323410;437
S;14323510;438
S;14323610;439
S;14323710;441
S;14321422;442
S;14223810;443
S;14224210;445
S;14221012;448
S;10124610;449
S;10124710;449
S;10125860;450
S;10125860;451
S;10124000;451
S;10007170;452
S;10005920;453
S;10007195;455
S;10007210;456
S;10007250;458
S;10009019;463
S;10009019;465
S;10008340;466
S;10008380;468
S;10006280;470
S;10005890;472
S;10006060;474
S;10006040;476
S;10006020;477
S;10001015;478
S;10151560;479
S;10151580;480
S;10155160;481
S;10155780;483
S;10155750;484
S;10155740;485
S;10155720;486
S;10155700;488
S;10155680;489
S;10155660;490
S;10155630;491
S;10155610;492
T;G554;441028;11;00;rdekas;438;502;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;438
S;14322610;439
S;14322810;441
S;14322910;442
S;14323110;443
S;14323330;445
S;14323330;446
S;14323410;447
S;14323510;448
S;14323610;449
S;14323710;451
S;14321422;452
S;14223810;453
S;14224210;455
S;14221012;458
S;10124610;459
S;10124710;459
S;10125860;460
S;10125860;461
S;10124000;461
S;10007170;462
S;10005920;463
S;10007195;465
S;10007210;466
S;10007250;468
S;10009019;473
S;10009019;475
S;10008340;476
S;10008380;478
S;10006280;480
S;10005890;482
S;10006060;484
S;10006040;486
S;10006020;487
S;10001015;488
S;10151560;489
S;10151580;490
S;10155160;491
S;10155780;493
S;10155750;494
S;10155740;495
S;10155720;496
S;10155700;498
S;10155680;499
S;10155660;500
S;10155630;501
S;10155610;502
T;G554;441030;11;00;rdekas;445;509;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;445
S;14322610;446
S;14322810;448
S;14322910;449
S;14323110;450
S;14323330;452
S;14323330;453
S;14323410;454
S;14323510;455
S;14323610;456
S;14323710;458
S;14321422;459
S;14223810;460
S;14224210;462
S;14221012;465
S;10124610;466
S;10124710;466
S;10125860;467
S;10125860;468
S;10124000;468
S;10007170;469
S;10005920;470
S;10007195;472
S;10007210;473
S;10007250;475
S;10009019;480
S;10009019;482
S;10008340;483
S;10008380;485
S;10006280;487
S;10005890;489
S;10006060;491
S;10006040;493
S;10006020;494
S;10001015;495
S;10151560;496
S;10151580;497
S;10155160;498
S;10155780;500
S;10155750;501
S;10155740;502
S;10155720;503
S;10155700;505
S;10155680;506
S;10155660;507
S;10155630;508
S;10155610;509
T;G554;441032;11;00;rdekas;453;517;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;453
S;14322610;454
S;14322810;456
S;14322910;457
S;14323110;458
S;14323330;460
S;14323330;461
S;14323410;462
S;14323510;463
S;14323610;464
S;14323710;466
S;14321422;467
S;14223810;468
S;14224210;470
S;14221012;473
S;10124610;474
S;10124710;474
S;10125860;475
S;10125860;476
S;10124000;476
S;10007170;477
S;10005920;478
S;10007195;480
S;10007210;481
S;10007250;483
S;10009019;488
S;10009019;490
S;10008340;491
S;10008380;493
S;10006280;495
S;10005890;497
S;10006060;499
S;10006040;501
S;10006020;502
S;10001015;503
S;10151560;504
S;10151580;505
S;10155160;506
S;10155780;508
S;10155750;509
S;10155740;510
S;10155720;511
S;10155700;513
S;10155680;514
S;10155660;515
S;10155630;516
S;10155610;517
T;G554;441034;11;00;rdekas;460;524;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;460
S;14322610;461
S;14322810;463
S;14322910;464
S;14323110;465
S;14323330;467
S;14323330;468
S;14323410;469
S;14323510;470
S;14323610;471
S;14323710;473
S;14321422;474
S;14223810;475
S;14224210;477
S;14221012;480
S;10124610;481
S;10124710;481
S;10125860;482
S;10125860;483
S;10124000;483
S;10007170;484
S;10005920;485
S;10007195;487
S;10007210;488
S;10007250;490
S;10009019;495
S;10009019;497
S;10008340;498
S;10008380;500
S;10006280;502
S;10005890;504
S;10006060;506
S;10006040;508
S;10006020;509
S;10001015;510
S;10151560;511
S;10151580;512
S;10155160;513
S;10155780;515
S;10155750;516
S;10155740;517
S;10155720;518
S;10155700;520
S;10155680;521
S;10155660;522
S;10155630;523
S;10155610;524
T;G554;441036;11;00;rdekas;468;532;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;468
S;14322610;469
S;14322810;471
S;14322910;472
S;14323110;473
S;14323330;475
S;14323330;476
S;14323410;477
S;14323510;478
S;14323610;479
S;14323710;481
S;14321422;482
S;14223810;483
S;14224210;485
S;14221012;488
S;10124610;489
S;10124710;489
S;10125860;490
S;10125860;491
S;10124000;491
S;10007170;492
S;10005920;493
S;10007195;495
S;10007210;496
S;10007250;498
S;10009019;503
S;10009019;505
S;10008340;506
S;10008380;508
S;10006280;510
S;10005890;512
S;10006060;514
S;10006040;516
S;10006020;517
S;10001015;518
S;10151560;519
S;10151580;520
S;10155160;521
S;10155780;523
S;10155750;524
S;10155740;525
S;10155720;526
S;10155700;528
S;10155680;529
S;10155660;530
S;10155630;531
S;10155610;532
T;G554;441038;11;00;rdekas;477;541;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;477
S;14322610;478
S;14322810;480
S;14322910;481
S;14323110;482
S;14323330;484
S;14323330;485
S;14323410;486
S;14323510;487
S;14323610;488
S;14323710;490
S;14321422;491
S;14223810;492
S;14224210;494
S;14221012;497
S;10124610;498
S;10124710;498
S;10125860;499
S;10125860;500
S;10124000;500
S;10007170;501
S;10005920;502
S;10007195;504
S;10007210;505
S;10007250;507
S;10009019;512
S;10009019;514
S;10008340;515
S;10008380;517
S;10006280;519
S;10005890;521
S;10006060;523
S;10006040;525
S;10006020;526
S;10001015;527
S;10151560;528
S;10151580;529
S;10155160;530
S;10155780;532
S;10155750;533
S;10155740;534
S;10155720;535
S;10155700;537
S;10155680;538
S;10155660;539
S;10155630;540
S;10155610;541
T;G554;441040;11;00;rdekas;486;550;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;486
S;14322610;487
S;14322810;489
S;14322910;490
S;14323110;491
S;14323330;493
S;14323330;494
S;14323410;495
S;14323510;496
S;14323610;497
S;14323710;499
S;14321422;500
S;14223810;501
S;14224210;503
S;14221012;506
S;10124610;507
S;10124710;507
S;10125860;508
S;10125860;509
S;10124000;509
S;10007170;510
S;10005920;511
S;10007195;513
S;10007210;514
S;10007250;516
S;10009019;521
S;10009019;523
S;10008340;524
S;10008380;526
S;10006280;528
S;10005890;530
S;10006060;532
S;10006040;534
S;10006020;535
S;10001015;536
S;10151560;537
S;10151580;538
S;10155160;539
S;10155780;541
S;10155750;542
S;10155740;543
S;10155720;544
S;10155700;546
S;10155680;547
S;10155660;548
S;10155630;549
S;10155610;550
T;G554;441042;11;00;rdekas;497;560;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;497
S;14322610;498
S;14322810;500
S;14322910;501
S;14323110;502
S;14323330;504
S;14323330;505
S;14323410;506
S;14323510;507
S;14323610;508
S;14323710;510
S;14321422;511
S;14223810;512
S;14224210;514
S;14221012;517
S;10124610;518
S;10124710;518
S;10125860;519
S;10125860;520
S;10124000;520
S;10007170;521
S;10005920;522
S;10007195;524
S;10007210;525
S;10007250;527
S;10009019;532
S;10009019;534
S;10008340;535
S;10008380;537
S;10006280;539
S;10005890;541
S;10006060;543
S;10006040;545
S;10006020;546
S;10001015;547
S;10151560;548
S;10151580;548
S;10155160;549
S;10155780;551
S;10155750;552
S;10155740;553
S;10155720;554
S;10155700;556
S;10155680;557
S;10155660;558
S;10155630;559
S;10155610;560
T;G554;441044;11;00;rdekas;507;570;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;507
S;14322610;508
S;14322810;510
S;14322910;511
S;14323110;512
S;14323330;514
S;14323330;515
S;14323410;516
S;14323510;517
S;14323610;518
S;14323710;520
S;14321422;521
S;14223810;522
S;14224210;524
S;14221012;527
S;10124610;528
S;10124710;528
S;10125860;529
S;10125860;530
S;10124000;530
S;10007170;531
S;10005920;532
S;10007195;534
S;10007210;535
S;10007250;537
S;10009019;542
S;10009019;544
S;10008340;545
S;10008380;547
S;10006280;549
S;10005890;551
S;10006060;553
S;10006040;555
S;10006020;556
S;10001015;557
S;10151560;558
S;10151580;558
S;10155160;559
S;10155780;561
S;10155750;562
S;10155740;563
S;10155720;564
S;10155700;566
S;10155680;567
S;10155660;568
S;10155630;569
S;10155610;570
T;G554;441046;11;00;rdekas;517;580;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;517
S;14322610;518
S;14322810;520
S;14322910;521
S;14323110;522
S;14323330;524
S;14323330;525
S;14323410;526
S;14323510;527
S;14323610;528
S;14323710;530
S;14321422;531
S;14223810;532
S;14224210;534
S;14221012;537
S;10124610;538
S;10124710;538
S;10125860;539
S;10125860;540
S;10124000;540
S;10007170;541
S;10005920;542
S;10007195;544
S;10007210;545
S;10007250;547
S;10009019;552
S;10009019;554
S;10008340;555
S;10008380;557
S;10006280;559
S;10005890;561
S;10006060;563
S;10006040;565
S;10006020;566
S;10001015;567
S;10151560;568
S;10151580;568
S;10155160;569
S;10155780;571
S;10155750;572
S;10155740;573
S;10155720;574
S;10155700;576
S;10155680;577
S;10155660;578
S;10155630;579
S;10155610;580
T;G554;441048;11;00;rdekas;527;590;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;527
S;14322610;528
S;14322810;530
S;14322910;531
S;14323110;532
S;14323330;534
S;14323330;535
S;14323410;536
S;14323510;537
S;14323610;538
S;14323710;540
S;14321422;541
S;14223810;542
S;14224210;544
S;14221012;547
S;10124610;548
S;10124710;548
S;10125860;549
S;10125860;550
S;10124000;550
S;10007170;551
S;10005920;552
S;10007195;554
S;10007210;555
S;10007250;557
S;10009019;562
S;10009019;564
S;10008340;565
S;10008380;567
S;10006280;569
S;10005890;571
S;10006060;573
S;10006040;575
S;10006020;576
S;10001015;577
S;10151560;578
S;10151580;578
S;10155160;579
S;10155780;581
S;10155750;582
S;10155740;583
S;10155720;584
S;10155700;586
S;10155680;587
S;10155660;588
S;10155630;589
S;10155610;590
T;G554;441050;11;00;rdekas;539;600;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;539
S;14322610;540
S;14322810;541
S;14322910;542
S;14323110;543
S;14323330;545
S;14323330;546
S;14323410;547
S;14323510;548
S;14323610;549
S;14323710;551
S;14321422;551
S;14223810;552
S;14224210;554
S;14221012;557
S;10124610;558
S;10124710;558
S;10125860;559
S;10125860;560
S;10124000;560
S;10007170;561
S;10005920;562
S;10007195;564
S;10007210;565
S;10007250;567
S;10009019;572
S;10009019;574
S;10008340;575
S;10008380;577
S;10006280;579
S;10005890;581
S;10006060;583
S;10006040;585
S;10006020;586
S;10001015;587
S;10151560;588
S;10151580;588
S;10155160;589
S;10155780;591
S;10155750;592
S;10155740;593
S;10155720;594
S;10155700;596
S;10155680;597
S;10155660;598
S;10155630;599
S;10155610;600
T;G554;441052;11;00;rdekas;550;611;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;550
S;14322610;551
S;14322810;552
S;14322910;553
S;14323110;554
S;14323330;556
S;14323330;557
S;14323410;558
S;14323510;559
S;14323610;560
S;14323710;562
S;14321422;562
S;14223810;563
S;14224210;565
S;14221012;568
S;10124610;569
S;10124710;569
S;10125860;570
S;10125860;571
S;10124000;571
S;10007170;572
S;10005920;573
S;10007195;575
S;10007210;576
S;10007250;578
S;10009019;583
S;10009019;585
S;10008340;586
S;10008380;588
S;10006280;590
S;10005890;592
S;10006060;594
S;10006040;596
S;10006020;597
S;10001015;598
S;10151560;599
S;10151580;599
S;10155160;600
S;10155780;602
S;10155750;603
S;10155740;604
S;10155720;605
S;10155700;607
S;10155680;608
S;10155660;609
S;10155630;610
S;10155610;611
T;G554;441054;11;00;rdekas;560;621;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;560
S;14322610;561
S;14322810;562
S;14322910;563
S;14323110;564
S;14323330;566
S;14323330;567
S;14323410;568
S;14323510;569
S;14323610;570
S;14323710;572
S;14321422;572
S;14223810;573
S;14224210;575
S;14221012;578
S;10124610;579
S;10124710;579
S;10125860;580
S;10125860;581
S;10124000;581
S;10007170;582
S;10005920;583
S;10007195;585
S;10007210;586
S;10007250;588
S;10009019;593
S;10009019;595
S;10008340;596
S;10008380;598
S;10006280;600
S;10005890;602
S;10006060;604
S;10006040;606
S;10006020;607
S;10001015;608
S;10151560;609
S;10151580;609
S;10155160;610
S;10155780;612
S;10155750;613
S;10155740;614
S;10155720;615
S;10155700;617
S;10155680;618
S;10155660;619
S;10155630;620
S;10155610;621
T;G554;441056;11;00;rdekas;570;631;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;570
S;14322610;571
S;14322810;572
S;14322910;573
S;14323110;574
S;14323330;576
S;14323330;577
S;14323410;578
S;14323510;579
S;14323610;580
S;14323710;582
S;14321422;582
S;14223810;583
S;14224210;585
S;14221012;588
S;10124610;589
S;10124710;589
S;10125860;590
S;10125860;591
S;10124000;591
S;10007170;592
S;10005920;593
S;10007195;595
S;10007210;596
S;10007250;598
S;10009019;603
S;10009019;605
S;10008340;606
S;10008380;608
S;10006280;610
S;10005890;612
S;10006060;614
S;10006040;616
S;10006020;617
S;10001015;618
S;10151560;619
S;10151580;619
S;10155160;620
S;10155780;622
S;10155750;623
S;10155740;624
S;10155720;625
S;10155700;627
S;10155680;628
S;10155660;629
S;10155630;630
S;10155610;631
T;G554;441058;11;00;rdekas;580;641;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;580
S;14322610;581
S;14322810;582
S;14322910;583
S;14323110;584
S;14323330;586
S;14323330;587
S;14323410;588
S;14323510;589
S;14323610;590
S;14323710;592
S;14321422;592
S;14223810;593
S;14224210;595
S;14221012;598
S;10124610;599
S;10124710;599
S;10125860;600
S;10125860;601
S;10124000;601
S;10007170;602
S;10005920;603
S;10007195;605
S;10007210;606
S;10007250;608
S;10009019;613
S;10009019;615
S;10008340;616
S;10008380;618
S;10006280;620
S;10005890;622
S;10006060;624
S;10006040;626
S;10006020;627
S;10001015;628
S;10151560;629
S;10151580;629
S;10155160;630
S;10155780;632
S;10155750;633
S;10155740;634
S;10155720;635
S;10155700;637
S;10155680;638
S;10155660;639
S;10155630;640
S;10155610;641
T;G554;441060;11;00;rdekas;590;651;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;590
S;14322610;591
S;14322810;592
S;14322910;593
S;14323110;594
S;14323330;596
S;14323330;597
S;14323410;598
S;14323510;599
S;14323610;600
S;14323710;602
S;14321422;602
S;14223810;603
S;14224210;605
S;14221012;608
S;10124610;609
S;10124710;609
S;10125860;610
S;10125860;611
S;10124000;611
S;10007170;612
S;10005920;613
S;10007195;615
S;10007210;616
S;10007250;618
S;10009019;623
S;10009019;625
S;10008340;626
S;10008380;628
S;10006280;630
S;10005890;632
S;10006060;634
S;10006040;636
S;10006020;637
S;10001015;638
S;10151560;639
S;10151580;639
S;10155160;640
S;10155780;642
S;10155750;643
S;10155740;644
S;10155720;645
S;10155700;647
S;10155680;648
S;10155660;649
S;10155630;650
S;10155610;651
T;G554;441062;11;00;rdekas;600;661;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;600
S;14322610;601
S;14322810;602
S;14322910;603
S;14323110;604
S;14323330;606
S;14323330;607
S;14323410;608
S;14323510;609
S;14323610;610
S;14323710;612
S;14321422;612
S;14223810;613
S;14224210;615
S;14221012;618
S;10124610;619
S;10124710;619
S;10125860;620
S;10125860;621
S;10124000;621
S;10007170;622
S;10005920;623
S;10007195;625
S;10007210;626
S;10007250;628
S;10009019;633
S;10009019;635
S;10008340;636
S;10008380;638
S;10006280;640
S;10005890;642
S;10006060;644
S;10006040;646
S;10006020;647
S;10001015;648
S;10151560;649
S;10151580;649
S;10155160;650
S;10155780;652
S;10155750;653
S;10155740;654
S;10155720;655
S;10155700;657
S;10155680;658
S;10155660;659
S;10155630;660
S;10155610;661
T;G554;441064;11;00;rdekas;610;671;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;610
S;14322610;611
S;14322810;612
S;14322910;613
S;14323110;614
S;14323330;616
S;14323330;617
S;14323410;618
S;14323510;619
S;14323610;620
S;14323710;622
S;14321422;622
S;14223810;623
S;14224210;625
S;14221012;628
S;10124610;629
S;10124710;629
S;10125860;630
S;10125860;631
S;10124000;631
S;10007170;632
S;10005920;633
S;10007195;635
S;10007210;636
S;10007250;638
S;10009019;643
S;10009019;645
S;10008340;646
S;10008380;648
S;10006280;650
S;10005890;652
S;10006060;654
S;10006040;656
S;10006020;657
S;10001015;658
S;10151560;659
S;10151580;659
S;10155160;660
S;10155780;662
S;10155750;663
S;10155740;664
S;10155720;665
S;10155700;667
S;10155680;668
S;10155660;669
S;10155630;670
S;10155610;671
T;G554;441066;11;00;rdekas;625;686;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;625
S;14322610;626
S;14322810;627
S;14322910;628
S;14323110;629
S;14323330;631
S;14323330;632
S;14323410;633
S;14323510;634
S;14323610;635
S;14323710;637
S;14321422;637
S;14223810;638
S;14224210;640
S;14221012;643
S;10124610;644
S;10124710;644
S;10125860;645
S;10125860;646
S;10124000;646
S;10007170;647
S;10005920;648
S;10007195;650
S;10007210;651
S;10007250;653
S;10009019;658
S;10009019;660
S;10008340;661
S;10008380;663
S;10006280;665
S;10005890;667
S;10006060;669
S;10006040;671
S;10006020;672
S;10001015;673
S;10151560;674
S;10151580;674
S;10155160;675
S;10155780;677
S;10155750;678
S;10155740;679
S;10155720;680
S;10155700;682
S;10155680;683
S;10155660;684
S;10155630;685
S;10155610;686
T;G554;441068;11;00;rdekas;640;701;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;640
S;14322610;641
S;14322810;642
S;14322910;643
S;14323110;644
S;14323330;646
S;14323330;647
S;14323410;648
S;14323510;649
S;14323610;650
S;14323710;652
S;14321422;652
S;14223810;653
S;14224210;655
S;14221012;658
S;10124610;659
S;10124710;659
S;10125860;660
S;10125860;661
S;10124000;661
S;10007170;662
S;10005920;663
S;10007195;665
S;10007210;666
S;10007250;668
S;10009019;673
S;10009019;675
S;10008340;676
S;10008380;678
S;10006280;680
S;10005890;682
S;10006060;684
S;10006040;686
S;10006020;687
S;10001015;688
S;10151560;689
S;10151580;689
S;10155160;690
S;10155780;692
S;10155750;693
S;10155740;694
S;10155720;695
S;10155700;697
S;10155680;698
S;10155660;699
S;10155630;700
S;10155610;701
T;G554;441070;11;00;rdekas;655;716;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;655
S;14322610;656
S;14322810;657
S;14322910;658
S;14323110;659
S;14323330;661
S;14323330;662
S;14323410;663
S;14323510;664
S;14323610;665
S;14323710;667
S;14321422;667
S;14223810;668
S;14224210;670
S;14221012;673
S;10124610;674
S;10124710;674
S;10125860;675
S;10125860;676
S;10124000;676
S;10007170;677
S;10005920;678
S;10007195;680
S;10007210;681
S;10007250;683
S;10009019;688
S;10009019;690
S;10008340;691
S;10008380;693
S;10006280;695
S;10005890;697
S;10006060;699
S;10006040;701
S;10006020;702
S;10001015;703
S;10151560;704
S;10151580;704
S;10155160;705
S;10155780;707
S;10155750;708
S;10155740;709
S;10155720;710
S;10155700;712
S;10155680;713
S;10155660;714
S;10155630;715
S;10155610;716
T;G554;441072;11;00;rdekas;669;731;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;669
S;14322610;670
S;14322810;671
S;14322910;672
S;14323110;673
S;14323330;675
S;14323330;676
S;14323410;677
S;14323510;678
S;14323610;679
S;14323710;681
S;14321422;681
S;14223810;682
S;14224210;684
S;14221012;687
S;10124610;688
S;10124710;688
S;10125860;689
S;10125860;690
S;10124000;690
S;10007170;691
S;10005920;692
S;10007195;694
S;10007210;695
S;10007250;697
S;10009019;702
S;10009019;704
S;10008340;705
S;10008380;707
S;10006280;709
S;10005890;711
S;10006060;713
S;10006040;715
S;10006020;716
S;10001015;717
S;10151560;718
S;10151580;718
S;10155160;719
S;10155780;721
S;10155750;722
S;10155740;723
S;10155720;725
S;10155700;726
S;10155680;727
S;10155660;728
S;10155630;730
S;10155610;731
T;G554;441074;11;00;rdekas;684;746;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;684
S;14322610;685
S;14322810;686
S;14322910;687
S;14323110;688
S;14323330;690
S;14323330;691
S;14323410;692
S;14323510;693
S;14323610;694
S;14323710;696
S;14321422;696
S;14223810;697
S;14224210;699
S;14221012;702
S;10124610;703
S;10124710;703
S;10125860;704
S;10125860;705
S;10124000;705
S;10007170;706
S;10005920;707
S;10007195;709
S;10007210;710
S;10007250;712
S;10009019;717
S;10009019;719
S;10008340;720
S;10008380;722
S;10006280;724
S;10005890;726
S;10006060;728
S;10006040;730
S;10006020;731
S;10001015;732
S;10151560;733
S;10151580;733
S;10155160;734
S;10155780;736
S;10155750;737
S;10155740;738
S;10155720;740
S;10155700;741
S;10155680;742
S;10155660;743
S;10155630;745
S;10155610;746
T;G554;441076;11;00;rdekas;699;761;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;699
S;14322610;700
S;14322810;701
S;14322910;702
S;14323110;703
S;14323330;705
S;14323330;706
S;14323410;707
S;14323510;708
S;14323610;709
S;14323710;711
S;14321422;711
S;14223810;712
S;14224210;714
S;14221012;717
S;10124610;718
S;10124710;718
S;10125860;719
S;10125860;720
S;10124000;720
S;10007170;721
S;10005920;722
S;10007195;724
S;10007210;725
S;10007250;727
S;10009019;732
S;10009019;734
S;10008340;735
S;10008380;737
S;10006280;739
S;10005890;741
S;10006060;743
S;10006040;745
S;10006020;746
S;10001015;747
S;10151560;748
S;10151580;748
S;10155160;749
S;10155780;751
S;10155750;752
S;10155740;753
S;10155720;755
S;10155700;756
S;10155680;757
S;10155660;758
S;10155630;760
S;10155610;761
T;G554;441078;11;00;rdekas;714;776;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;714
S;14322610;715
S;14322810;716
S;14322910;717
S;14323110;718
S;14323330;720
S;14323330;721
S;14323410;722
S;14323510;723
S;14323610;724
S;14323710;726
S;14321422;726
S;14223810;727
S;14224210;729
S;14221012;732
S;10124610;733
S;10124710;733
S;10125860;734
S;10125860;735
S;10124000;735
S;10007170;736
S;10005920;737
S;10007195;739
S;10007210;740
S;10007250;742
S;10009019;747
S;10009019;749
S;10008340;750
S;10008380;752
S;10006280;754
S;10005890;756
S;10006060;758
S;10006040;760
S;10006020;761
S;10001015;762
S;10151560;763
