record_type,line_number,trip_number,from_stop,start_time_min,end_time_min,to_stop,distance_km
T,G555,1061,annrot,724,788,gngslu,34.422
T,G555,1063,hrgp+r,767,817,smrgol,22.077
T,G555,1065,annrot,754,818,gngslu,34.422
T,G555,1067,hrgp+r,797,847,smrgol,22.077
T,G555,1069,annrot,784,848,gngslu,34.422
T,G555,1071,hrgp+r,827,877,smrgol,22.077
T,G555,1073,annrot,814,879,gngslu,34.422
T,G555,1075,hrgp+r,857,908,smrgol,22.077
T,G555,1077,annrot,844,908,gngslu,34.422
T,G555,1079,hrgp+r,881,933,smrgol,22.077
T,G555,1081,hrgp+r,891,928,gngslu,15.333
T,G555,1083,annrot,874,932,gngprm,30.802
T,G555,1085,hrgp+r,911,963,smrgol,22.077
T,G555,1087,hrgp+r,921,958,gngslu,15.333
T,G555,1089,annrot,904,962,gngprm,30.802
T,G555,1091,annrot,914,993,smrgol,41.167
T,G555,1093,annrot,924,988,gngslu,34.422
T,G555,1095,annrot,934,992,gngprm,30.802
T,G555,1097,annrot,944,1023,smrgol,41.167
T,G555,1099,annrot,954,1018,gngslu,34.422
T,G555,1101,annrot,964,1022,gngprm,30.802
T,G555,1103,annrot,974,1053,smrgol,41.167
T,G555,1105,annrot,984,1048,gngslu,34.422
T,G555,1107,annrot,994,1052,gngprm,30.802
T,G555,1109,annrot,1004,1083,smrgol,41.167
T,G555,1111,annrot,1014,1078,gngslu,34.422
T,G555,1113,annrot,1024,1082,gngprm,30.802
T,G555,1115,annrot,1032,1108,smrgol,41.167
T,G555,1117,annrot,1042,1106,gngslu,34.422
T,G555,1119,annrot,1052,1110,gngprm,30.802
T,G555,1121,annrot,1062,1136,smrgol,41.167
T,G555,1123,annrot,1072,1131,gngslu,34.422
T,G555,1125,annrot,1082,1135,gngprm,30.802
T,G555,1127,annrot,1097,1166,smrgol,41.167
T,G555,1129,annrot,1112,1181,smrgol,41.167
T,G555,1131,annrot,1134,1191,gngslu,34.422
T,G555,1133,annrot,1164,1233,smrgol,41.167
T,G555,1135,annrot,1194,1251,gngslu,34.422
T,G555,1137,annrot,1224,1293,smrgol,41.167
T,G555,1139,annrot,1254,1311,gngslu,34.422
T,G555,1141,annrot,1284,1353,smrgol,41.167
T,G555,1143,annrot,1314,1371,gngslu,34.422
T,G555,1145,annrot,1344,1413,smrgol,41.167
T,G555,1147,annrot,1374,1431,gngslu,34.422
T,G555,1149,annrot,1413,1482,smrgol,41.167
T,G555,1151,hrgp+r,1470,1500,gngslu,15.333
T,G555,1153,annrot,1473,1542,smrgol,41.167
T,G555,1010,smrgol,328,396,annrot,41.306
T,G555,1012,gngslu,365,423,annrot,34.509
T,G555,1014,smrgol,370,438,annrot,41.306
T,G555,1016,gngslu,394,453,annrot,34.509
T,G555,1018,smrgol,397,468,annrot,41.306
T,G555,1020,gngslu,417,479,annrot,34.509
T,G555,1022,gngprm,433,492,annrot,30.962
T,G555,1024,smrgol,426,503,annrot,41.306
T,G555,1026,gngslu,452,518,annrot,34.509
T,G555,1028,smrgol,456,534,annrot,41.306
T,G555,1030,gngslu,483,549,annrot,34.509
T,G555,1032,smrgol,486,564,annrot,41.306
T,G555,1034,gngslu,513,579,annrot,34.509
T,G555,1036,smrgol,516,594,annrot,41.306
T,G555,1038,gngslu,543,583,hrgp+r,16.169
T,G555,1040,smrgol,546,624,annrot,41.306
T,G555,1042,gngslu,573,613,hrgp+r,16.169
T,G555,1044,smrgol,577,654,annrot,41.306
T,G555,1046,gngslu,603,643,hrgp+r,16.169
T,G555,1048,smrgol,607,684,annrot,41.306
T,G555,1050,smrgol,625,676,hrgp+r,22.965
T,G555,1052,gngslu,651,717,annrot,34.509
T,G555,1054,smrgol,655,706,hrgp+r,22.965
T,G555,1056,gngslu,681,747,annrot,34.509
T,G555,1058,smrgol,685,736,hrgp+r,22.965
T,G555,1060,gngslu,711,777,annrot,34.509
T,G555,1062,smrgol,715,766,hrgp+r,22.965
T,G555,1064,gngslu,741,807,annrot,34.509
T,G555,1066,smrgol,745,796,hrgp+r,22.965
T,G555,1068,gngslu,771,837,annrot,34.509
T,G555,1070,smrgol,775,826,hrgp+r,22.965
T,G555,1072,gngslu,801,867,annrot,34.509
T,G555,1074,smrgol,805,856,hrgp+r,22.965
T,G555,1076,smrgol,819,896,annrot,41.306
T,G555,1078,gngslu,850,916,annrot,34.509
T,G555,1080,smrgol,849,926,annrot,41.306
T,G555,1082,gngprm,876,936,annrot,30.962
T,G555,1084,gngslu,880,946,annrot,34.509
T,G555,1086,smrgol,879,956,annrot,41.306
T,G555,1088,gngprm,906,966,annrot,30.962
T,G555,1090,gngslu,910,976,annrot,34.509
T,G555,1092,smrgol,909,986,annrot,41.306
T,G555,1094,gngprm,936,996,annrot,30.962
T,G555,1096,gngslu,940,1006,annrot,34.509
T,G555,1098,smrgol,939,1016,annrot,41.306
T,G555,1100,gngprm,966,1026,annrot,30.962
T,G555,1102,gngslu,970,1036,annrot,34.509
T,G555,1104,smrgol,969,1046,annrot,41.306
T,G555,1106,gngprm,996,1056,annrot,30.962
T,G555,1108,gngslu,1000,1066,annrot,34.509
T,G555,1110,smrgol,999,1076,annrot,41.306
T,G555,1112,gngprm,1026,1086,annrot,30.962
T,G555,1114,gngslu,1030,1095,annrot,34.509
T,G555,1116,smrgol,1029,1105,annrot,41.306
T,G555,1118,gngprm,1056,1114,annrot,30.962
T,G555,1120,gngslu,1060,1122,annrot,34.509
T,G555,1122,smrgol,1060,1131,annrot,41.306
T,G555,1124,gngprm,1087,1120,hrgp+r,12.622
T,G555,1126,smrgol,1084,1131,hrgp+r,22.965
T,G555,1128,gngslu,1105,1161,annrot,34.509
T,G555,1130,smrgol,1125,1191,annrot,41.306
T,G555,1132,gngslu,1165,1221,annrot,34.509
T,G555,1134,smrgol,1185,1251,annrot,41.306
T,G555,1136,gngslu,1225,1281,annrot,34.509
T,G555,1138,smrgol,1245,1311,annrot,41.306
T,G555,1140,gngslu,1285,1341,annrot,34.509
T,G555,1142,smrgol,1305,1371,annrot,41.306
T,G555,1144,gngslu,1347,1403,annrot,34.509
T,G555,1146,smrgol,1363,1408,hrgp+r,22.965
T,G555,1148,gngslu,1407,1463,annrot,34.509
T,G555,1150,smrgol,1423,1468,hrgp+r,22.965
T,G555,1152,gngslu,1467,1523,annrot,34.509
T,u003,1001,utrfra,345,363,utrcsc,5.232
T,u003,1003,utrfra,360,378,utrcsc,5.232
T,u003,1005,utrfra,375,393,utrcsc,5.232
T,u003,1007,utrcsc,368,408,utrcsc,12.182
T,u003,1009,utrcsc,383,425,utrcsc,12.182
T,u003,1011,utrcsc,396,438,utrcsc,12.182
T,u003,1013,utrcsc,406,453,utrcsc,12.182
T,u003,1015,utrcsc,416,465,utrcsc,12.182
T,u003,1017,utrcsc,426,475,utrcsc,12.182
T,u003,1019,utrcsc,436,486,utrcsc,12.182
T,u003,1021,utrcsc,446,496,utrcsc,12.182
T,u003,1023,utrcsc,456,506,utrcsc,12.182
T,u003,1025,utrcsc,466,516,utrcsc,12.182
T,u003,1027,utrcsc,476,526,utrcsc,12.182
T,u003,1029,utrcsc,486,534,utrcsc,12.182
T,u003,1031,utrcsc,496,544,utrcsc,12.182
T,u003,1033,utrcsc,506,553,utrcsc,12.182
T,u003,1035,utrcsc,516,563,utrcsc,12.182
T,u003,1037,utrcsc,526,572,utrcsc,12.182
T,u003,1039,utrcsc,536,582,utrcsc,12.182
T,u003,1041,utrcsc,546,592,utrcsc,12.182
T,u003,1043,utrcsc,556,602,utrcsc,12.182
T,u003,1045,utrcsc,566,612,utrcsc,12.182
T,u003,1047,utrcsc,576,622,utrcsc,12.182
T,u003,1049,utrcsc,586,632,utrcsc,12.182
T,u003,1051,utrcsc,596,642,utrcsc,12.182
T,u003,1053,utrcsc,606,652,utrcsc,12.182
T,u003,1055,utrcsc,616,662,utrcsc,12.182
T,u003,1057,utrcsc,626,672,utrcsc,12.182
T,u003,1059,utrcsc,636,682,utrcsc,12.182
T,u003,1061,utrcsc,646,692,utrcsc,12.182
T,u003,1063,utrcsc,656,702,utrcsc,12.182
T,u003,1065,utrcsc,666,712,utrcsc,12.182
T,u003,1067,utrcsc,676,722,utrcsc,12.182
T,u003,1069,utrcsc,686,732,utrcsc,12.182
T,u003,1071,utrcsc,696,742,utrcsc,12.182
T,u003,1073,utrcsc,706,752,utrcsc,12.182
T,u003,1075,utrcsc,716,762,utrcsc,12.182
T,u003,1077,utrcsc,726,772,utrcsc,12.182
T,u003,1079,utrcsc,736,782,utrcsc,12.182
T,u003,1081,utrcsc,746,792,utrcsc,12.182
T,u003,1083,utrcsc,756,802,utrcsc,12.182
T,u003,1085,utrcsc,766,812,utrcsc,12.182
T,u003,1087,utrcsc,776,822,utrcsc,12.182
T,u003,1089,utrcsc,786,832,utrcsc,12.182
T,u003,1091,utrcsc,796,842,utrcsc,12.182
T,u003,1093,utrcsc,806,853,utrcsc,12.182
T,u003,1095,utrcsc,816,863,utrcsc,12.182
T,u003,1097,utrcsc,826,873,utrcsc,12.182
T,u003,1099,utrcsc,836,884,utrcsc,12.182
T,u003,1101,utrcsc,846,894,utrcsc,12.182
T,u003,1103,utrcsc,856,904,utrcsc,12.182
T,u003,1105,utrcsc,866,914,utrcsc,12.182
T,u003,1107,utrcsc,876,924,utrcsc,12.182
T,u003,1109,utrcsc,886,934,utrcsc,12.182
T,u003,1111,utrcsc,896,944,utrcsc,12.182
T,u003,1113,utrcsc,906,954,utrcsc,12.182
T,u003,1115,utrcsc,916,964,utrcsc,12.182
T,u003,1117,utrcsc,926,974,utrcsc,12.182
T,u003,1119,utrcsc,936,984,utrcsc,12.182
T,u003,1121,utrcsc,946,994,utrcsc,12.182
T,u003,1123,utrcsc,956,1004,utrcsc,12.182
T,u003,1125,utrcsc,966,1014,utrcsc,12.182
T,u003,1127,utrcsc,976,1024,utrcsc,12.182
T,u003,1129,utrcsc,986,1034,utrcsc,12.182
T,u003,1131,utrcsc,996,1044,utrcsc,12.182
T,u003,1133,utrcsc,1006,1054,utrcsc,12.182
T,u003,1135,utrcsc,1016,1064,utrcsc,12.182
T,u003,1137,utrcsc,1026,1074,utrcsc,12.182
T,u003,1139,utrcsc,1036,1084,utrcsc,12.182
T,u003,1141,utrcsc,1046,1094,utrcsc,12.182
T,u003,1143,utrcsc,1056,1104,utrcsc,12.182
T,u003,1145,utrcsc,1066,1114,utrcsc,12.182
T,u003,1147,utrcsc,1076,1123,utrcsc,12.182
T,u003,1149,utrcsc,1088,1133,utrcsc,12.182
T,u003,1151,utrcsc,1103,1148,utrcsc,12.182
T,u003,1153,utrcsc,1118,1162,utrcsc,12.182
T,u003,1155,utrcsc,1133,1177,utrcsc,12.182
T,u003,1157,utrcsc,1148,1192,utrcsc,12.182
T,u003,1159,utrcsc,1163,1207,utrcsc,12.182
T,u003,1161,utrcsc,1178,1220,utrcsc,12.182
T,u003,1163,utrcsc,1193,1234,utrcsc,12.182
T,u003,1165,utrcsc,1208,1248,utrcsc,12.182
T,u003,1167,utrcsc,1223,1263,utrcsc,12.182
T,u003,1169,utrcsc,1238,1278,utrcsc,12.182
T,u003,1171,utrcsc,1253,1293,utrcsc,12.182
T,u003,1173,utrcsc,1268,1308,utrcsc,12.182
T,u003,1175,utrcsc,1283,1323,utrcsc,12.182
T,u003,1177,utrcsc,1298,1338,utrcsc,12.182
T,u003,1179,utrcsc,1313,1353,utrcsc,12.182
T,u003,1181,utrcsc,1328,1366,utrcsc,12.182
T,u003,1183,utrcsc,1343,1378,utrcsc,12.182
T,u003,1185,utrcsc,1358,1392,utrcsc,12.182
T,u003,1187,utrcsc,1372,1406,utrcsc,12.182
T,u003,1189,utrcsc,1388,1422,utrcsc,12.182
T,u003,1191,utrcsc,1403,1437,utrcsc,12.182
T,u003,1193,utrcsc,1420,1454,utrcsc,12.182
T,u003,1195,utrcsc,1440,1474,utrcsc,12.182
T,u003,1197,utrcsc,1460,1494,utrcsc,12.182
T,u003,1199,utrcsc,1480,1514,utrcsc,12.182
T,u003,1201,utrcsc,1500,1534,utrcsc,12.182
T,u003,1002,utrfra,345,370,utrcsc,7.097
T,u003,1004,utrfra,360,385,utrcsc,7.097
T,u003,1006,utrcsc,361,400,utrcsc,12.152
T,u003,1008,utrcsc,376,415,utrcsc,12.152
T,u003,1010,utrcsc,391,431,utrcsc,12.152
T,u003,1012,utrcsc,401,444,utrcsc,12.152
T,u003,1014,utrcsc,411,455,utrcsc,12.152
T,u003,1016,utrcsc,421,468,utrcsc,12.152
T,u003,1018,utrcsc,431,478,utrcsc,12.152
T,u003,1020,utrcsc,441,488,utrcsc,12.152
T,u003,1022,utrcsc,451,498,utrcsc,12.152
T,u003,1024,utrcsc,461,508,utrcsc,12.152
T,u003,1026,utrcsc,471,518,utrcsc,12.152
T,u003,1028,utrcsc,481,528,utrcsc,12.152
T,u003,1030,utrcsc,491,538,utrcsc,12.152
T,u003,1032,utrcsc,501,548,utrcsc,12.152
T,u003,1034,utrcsc,511,557,utrcsc,12.152
T,u003,1036,utrcsc,521,567,utrcsc,12.152
T,u003,1038,utrcsc,531,577,utrcsc,12.152
T,u003,1040,utrcsc,541,586,utrcsc,12.152
T,u003,1042,utrcsc,551,596,utrcsc,12.152
T,u003,1044,utrcsc,561,606,utrcsc,12.152
T,u003,1046,utrcsc,571,616,utrcsc,12.152
T,u003,1048,utrcsc,581,626,utrcsc,12.152
T,u003,1050,utrcsc,591,636,utrcsc,12.152
T,u003,1052,utrcsc,601,646,utrcsc,12.152
T,u003,1054,utrcsc,611,656,utrcsc,12.152
T,u003,1056,utrcsc,621,666,utrcsc,12.152
T,u003,1058,utrcsc,631,676,utrcsc,12.152
T,u003,1060,utrcsc,641,686,utrcsc,12.152
T,u003,1062,utrcsc,651,696,utrcsc,12.152
T,u003,1064,utrcsc,661,706,utrcsc,12.152
T,u003,1066,utrcsc,671,716,utrcsc,12.152
T,u003,1068,utrcsc,681,726,utrcsc,12.152
T,u003,1070,utrcsc,691,736,utrcsc,12.152
T,u003,1072,utrcsc,701,746,utrcsc,12.152
T,u003,1074,utrcsc,711,756,utrcsc,12.152
T,u003,1076,utrcsc,721,766,utrcsc,12.152
T,u003,1078,utrcsc,731,776,utrcsc,12.152
T,u003,1080,utrcsc,741,786,utrcsc,12.152
T,u003,1082,utrcsc,751,796,utrcsc,12.152
T,u003,1084,utrcsc,761,806,utrcsc,12.152
T,u003,1086,utrcsc,771,816,utrcsc,12.152
T,u003,1088,utrcsc,781,826,utrcsc,12.152
T,u003,1090,utrcsc,791,836,utrcsc,12.152
T,u003,1092,utrcsc,801,846,utrcsc,12.152
T,u003,1094,utrcsc,811,857,utrcsc,12.152
T,u003,1096,utrcsc,821,867,utrcsc,12.152
T,u003,1098,utrcsc,831,877,utrcsc,12.152
T,u003,1100,utrcsc,841,888,utrcsc,12.152
T,u003,1102,utrcsc,851,898,utrcsc,12.152
T,u003,1104,utrcsc,861,908,utrcsc,12.152
T,u003,1106,utrcsc,871,918,utrcsc,12.152
T,u003,1108,utrcsc,881,928,utrcsc,12.152
T,u003,1110,utrcsc,891,938,utrcsc,12.152
T,u003,1112,utrcsc,901,948,utrcsc,12.152
T,u003,1114,utrcsc,911,958,utrcsc,12.152
T,u003,1116,utrcsc,921,968,utrcsc,12.152
T,u003,1118,utrcsc,931,978,utrcsc,12.152
T,u003,1120,utrcsc,941,988,utrcsc,12.152
T,u003,1122,utrcsc,951,998,utrcsc,12.152
T,u003,1124,utrcsc,961,1008,utrcsc,12.152
T,u003,1126,utrcsc,971,1018,utrcsc,12.152
T,u003,1128,utrcsc,981,1028,utrcsc,12.152
T,u003,1130,utrcsc,991,1038,utrcsc,12.152
T,u003,1132,utrcsc,1001,1048,utrcsc,12.152
T,u003,1134,utrcsc,1011,1058,utrcsc,12.152
T,u003,1136,utrcsc,1021,1068,utrcsc,12.152
T,u003,1138,utrcsc,1031,1078,utrcsc,12.152
T,u003,1140,utrcsc,1041,1088,utrcsc,12.152
T,u003,1142,utrcsc,1051,1098,utrcsc,12.152
T,u003,1144,utrcsc,1061,1108,utrcsc,12.152
T,u003,1146,utrcsc,1071,1117,utrcsc,12.152
T,u003,1148,utrcsc,1081,1126,utrcsc,12.152
T,u003,1150,utrcsc,1096,1140,utrcsc,12.152
T,u003,1152,utrcsc,1111,1154,utrcsc,12.152
T,u003,1154,utrcsc,1126,1169,utrcsc,12.152
T,u003,1156,utrcsc,1141,1184,utrcsc,12.152
T,u003,1158,utrcsc,1156,1199,utrcsc,12.152
T,u003,1160,utrcsc,1171,1214,utrcsc,12.152
T,u003,1162,utrcsc,1186,1227,utrcsc,12.152
T,u003,1164,utrcsc,1201,1240,utrcsc,12.152
T,u003,1166,utrcsc,1216,1255,utrcsc,12.152
T,u003,1168,utrcsc,1231,1270,utrcsc,12.152
T,u003,1170,utrcsc,1246,1285,utrcsc,12.152
T,u003,1172,utrcsc,1261,1300,utrcsc,12.152
T,u003,1174,utrcsc,1276,1315,utrcsc,12.152
T,u003,1176,utrcsc,1291,1329,utrcsc,12.152
T,u003,1178,utrcsc,1306,1341,utrcsc,12.152
T,u003,1180,utrcsc,1321,1356,utrcsc,12.152
T,u003,1182,utrcsc,1336,1371,utrcsc,12.152
T,u003,1184,utrcsc,1351,1386,utrcsc,12.152
T,u003,1186,utrcsc,1366,1401,utrcsc,12.152
T,u003,1188,utrcsc,1381,1416,utrcsc,12.152
T,u003,1190,utrcsc,1396,1431,utrcsc,12.152
T,u003,1192,utrcsc,1412,1447,utrcsc,12.152
T,u003,1194,utrcsc,1430,1465,utrcsc,12.152
T,u003,1196,utrcsc,1450,1485,utrcsc,12.152
T,u003,1198,utrcsc,1470,1505,utrcsc,12.152
T,u003,1200,utrcsc,1500,1535,utrcsc,12.152
T,u007,1001,utrbav,346,391,nwgrms,13.508
T,u007,1003,utrbav,361,406,nwgrms,13.508
T,u007,1005,utrbav,376,421,nwgrms,13.508
T,u007,1007,utrbav,391,436,nwgrms,13.508
T,u007,1009,utrbav,406,454,nwgrms,13.508
T,u007,1011,utrbav,421,471,nwgrms,13.508
T,u007,1013,utrbav,431,481,nwgrms,13.508
T,u007,1015,utrbav,441,493,nwgrms,13.508
T,u007,1017,utrbav,451,503,nwgrms,13.508
T,u007,1019,utrbav,461,514,nwgrms,13.508
T,u007,1021,utrbav,471,525,nwgrms,13.508
T,u007,1023,utrbav,481,535,nwgrms,13.508
T,u007,1025,utrbav,491,545,nwgrms,13.508
T,u007,1027,utrbav,501,554,nwgrms,13.508
T,u007,1029,utrbav,511,563,nwgrms,13.508
T,u007,1031,utrbav,521,573,nwgrms,13.508
T,u007,1033,utrbav,531,582,nwgrms,13.508
T,u007,1035,utrbav,541,589,nwgrms,13.508
T,u007,1037,utrbav,551,599,nwgrms,13.508
T,u007,1039,utrbav,561,609,nwgrms,13.508
T,u007,1041,utrbav,571,619,nwgrms,13.508
T,u007,1043,utrbav,581,629,nwgrms,13.508
T,u007,1045,utrbav,591,639,nwgrms,13.508
T,u007,1047,utrbav,601,649,nwgrms,13.508
T,u007,1049,utrbav,611,659,nwgrms,13.508
T,u007,1051,utrbav,621,669,nwgrms,13.508
T,u007,1053,utrbav,631,679,nwgrms,13.508
T,u007,1055,utrbav,641,689,nwgrms,13.508
T,u007,1057,utrbav,651,699,nwgrms,13.508
T,u007,1059,utrbav,661,709,nwgrms,13.508
T,u007,1061,utrbav,671,719,nwgrms,13.508
T,u007,1063,utrbav,681,729,nwgrms,13.508
T,u007,1065,utrbav,691,739,nwgrms,13.508
T,u007,1067,utrbav,701,749,nwgrms,13.508
T,u007,1069,utrbav,711,759,nwgrms,13.508
T,u007,1071,utrbav,721,769,nwgrms,13.508
T,u007,1073,utrbav,731,779,nwgrms,13.508
T,u007,1075,utrbav,741,789,nwgrms,13.508
T,u007,1077,utrbav,751,799,nwgrms,13.508
T,u007,1079,utrbav,761,809,nwgrms,13.508
T,u007,1081,utrbav,771,819,nwgrms,13.508
T,u007,1083,utrbav,781,829,nwgrms,13.508
T,u007,1085,utrbav,791,839,nwgrms,13.508
T,u007,1087,utrbav,801,849,nwgrms,13.508
T,u007,1089,utrbav,811,859,nwgrms,13.508
T,u007,1091,utrbav,821,869,nwgrms,13.508
T,u007,1093,utrbav,831,879,nwgrms,13.508
T,u007,1095,utrbav,841,891,nwgrms,13.508
T,u007,1097,utrbav,851,901,nwgrms,13.508
T,u007,1099,utrbav,861,911,nwgrms,13.508
T,u007,1101,utrbav,871,921,nwgrms,13.508
T,u007,1103,utrbav,881,931,nwgrms,13.508
T,u007,1105,utrbav,891,941,nwgrms,13.508
T,u007,1107,utrbav,901,951,nwgrms,13.508
T,u007,1109,utrbav,911,961,nwgrms,13.508
T,u007,1111,utrbav,921,971,nwgrms,13.508
T,u007,1113,utrbav,931,981,nwgrms,13.508
T,u007,1115,utrbav,941,991,nwgrms,13.508
T,u007,1117,utrbav,951,1001,nwgrms,13.508
T,u007,1119,utrbav,961,1011,nwgrms,13.508
T,u007,1121,utrbav,971,1021,nwgrms,13.508
T,u007,1123,utrbav,981,1033,nwgrms,13.508
T,u007,1125,utrbav,991,1043,nwgrms,13.508
T,u007,1127,utrbav,1001,1053,nwgrms,13.508
T,u007,1129,utrbav,1011,1063,nwgrms,13.508
T,u007,1131,utrbav,1021,1073,nwgrms,13.508
T,u007,1133,utrbav,1031,1083,nwgrms,13.508
T,u007,1135,utrbav,1041,1093,nwgrms,13.508
T,u007,1137,utrbav,1051,1102,nwgrms,13.508
T,u007,1139,utrbav,1061,1111,nwgrms,13.508
T,u007,1141,utrbav,1071,1121,nwgrms,13.508
T,u007,1143,utrbav,1081,1129,nwgrms,13.508
T,u007,1145,utrbav,1096,1144,nwgrms,13.508
T,u007,1147,utrbav,1111,1157,nwgrms,13.508
T,u007,1149,utrbav,1126,1171,nwgrms,13.508
T,u007,1151,utrbav,1141,1186,nwgrms,13.508
T,u007,1153,utrbav,1156,1201,nwgrms,13.508
T,u007,1155,utrbav,1171,1216,nwgrms,13.508
T,u007,1157,utrbav,1186,1230,nwgrms,13.508
T,u007,1159,utrbav,1201,1245,nwgrms,13.508
T,u007,1161,utrbav,1216,1260,nwgrms,13.508
T,u007,1163,utrbav,1231,1274,nwgrms,13.508
T,u007,1165,utrbav,1246,1289,nwgrms,13.508
T,u007,1167,utrbav,1261,1304,nwgrms,13.508
T,u007,1169,utrbav,1276,1319,nwgrms,13.508
T,u007,1171,utrbav,1291,1332,nwgrms,13.508
T,u007,1173,utrbav,1306,1346,nwgrms,13.508
T,u007,1175,utrbav,1321,1361,nwgrms,13.508
T,u007,1177,utrbav,1336,1376,nwgrms,13.508
T,u007,1179,utrbav,1351,1391,nwgrms,13.508
T,u007,1181,utrbav,1366,1406,nwgrms,13.508
T,u007,1183,utrbav,1381,1421,nwgrms,13.508
T,u007,1185,utrbav,1396,1436,nwgrms,13.508
T,u007,1187,utrbav,1411,1451,nwgrms,13.508
T,u007,1189,utrbav,1426,1466,nwgrms,13.508
T,u007,1191,utrbav,1441,1481,nwgrms,13.508
T,u007,1193,utrbav,1456,1496,nwgrms,13.508
T,u007,1195,utrbav,1478,1518,nwgrms,13.508
T,u007,1002,nwgrms,349,389,utrbav,13.143
T,u007,1004,nwgrms,364,404,utrbav,13.143
T,u007,1006,nwgrms,379,419,utrbav,13.143
T,u007,1008,nwgrms,392,434,utrbav,13.143
T,u007,1010,nwgrms,404,449,utrbav,13.143
T,u007,1012,nwgrms,412,459,utrbav,13.143
T,u007,1014,nwgrms,423,469,utrbav,13.143
T,u007,1016,nwgrms,433,479,utrbav,13.143
T,u007,1018,nwgrms,444,489,utrbav,13.143
T,u007,1020,nwgrms,453,499,utrbav,13.143
T,u007,1022,nwgrms,463,509,utrbav,13.143
T,u007,1024,nwgrms,473,519,utrbav,13.143
T,u007,1026,nwgrms,483,529,utrbav,13.143
T,u007,1028,nwgrms,493,539,utrbav,13.143
T,u007,1030,nwgrms,503,549,utrbav,13.143
T,u007,1032,nwgrms,513,559,utrbav,13.143
T,u007,1034,nwgrms,524,569,utrbav,13.143
T,u007,1036,nwgrms,535,579,utrbav,13.143
T,u007,1038,nwgrms,545,589,utrbav,13.143
T,u007,1040,nwgrms,555,599,utrbav,13.143
T,u007,1042,nwgrms,565,609,utrbav,13.143
T,u007,1044,nwgrms,575,619,utrbav,13.143
T,u007,1046,nwgrms,585,629,utrbav,13.143
T,u007,1048,nwgrms,595,639,utrbav,13.143
T,u007,1050,nwgrms,605,649,utrbav,13.143
T,u007,1052,nwgrms,615,659,utrbav,13.143
T,u007,1054,nwgrms,625,669,utrbav,13.143
T,u007,1056,nwgrms,635,679,utrbav,13.143
T,u007,1058,nwgrms,645,689,utrbav,13.143
T,u007,1060,nwgrms,655,699,utrbav,13.143
T,u007,1062,nwgrms,665,709,utrbav,13.143
T,u007,1064,nwgrms,675,719,utrbav,13.143
T,u007,1066,nwgrms,684,729,utrbav,13.143
T,u007,1068,nwgrms,693,739,utrbav,13.143
T,u007,1070,nwgrms,702,749,utrbav,13.143
T,u007,1072,nwgrms,712,759,utrbav,13.143
T,u007,1074,nwgrms,722,769,utrbav,13.143
T,u007,1076,nwgrms,732,779,utrbav,13.143
T,u007,1078,nwgrms,742,789,utrbav,13.143
T,u007,1080,nwgrms,752,799,utrbav,13.143
T,u007,1082,nwgrms,762,809,utrbav,13.143
T,u007,1084,nwgrms,772,819,utrbav,13.143
T,u007,1086,nwgrms,782,829,utrbav,13.143
T,u007,1088,nwgrms,792,839,utrbav,13.143
T,u007,1090,nwgrms,802,849,utrbav,13.143
T,u007,1092,nwgrms,812,859,utrbav,13.143
T,u007,1094,nwgrms,822,869,utrbav,13.143
T,u007,1096,nwgrms,832,879,utrbav,13.143
T,u007,1098,nwgrms,842,889,utrbav,13.143
T,u007,1100,nwgrms,852,899,utrbav,13.143
T,u007,1102,nwgrms,860,909,utrbav,13.143
T,u007,1104,nwgrms,870,919,utrbav,13.143
T,u007,1106,nwgrms,880,929,utrbav,13.143
T,u007,1108,nwgrms,890,939,utrbav,13.143
T,u007,1110,nwgrms,900,949,utrbav,13.143
T,u007,1112,nwgrms,910,959,utrbav,13.143
T,u007,1114,nwgrms,920,969,utrbav,13.143
T,u007,1116,nwgrms,930,979,utrbav,13.143
T,u007,1118,nwgrms,940,989,utrbav,13.143
T,u007,1120,nwgrms,950,999,utrbav,13.143
T,u007,1122,nwgrms,960,1009,utrbav,13.143
T,u007,1124,nwgrms,970,1019,utrbav,13.143
T,u007,1126,nwgrms,980,1029,utrbav,13.143
T,u007,1128,nwgrms,990,1039,utrbav,13.143
T,u007,1130,nwgrms,1000,1049,utrbav,13.143
T,u007,1132,nwgrms,1010,1059,utrbav,13.143
T,u007,1134,nwgrms,1020,1069,utrbav,13.143
T,u007,1136,nwgrms,1031,1079,utrbav,13.143
T,u007,1138,nwgrms,1041,1089,utrbav,13.143
T,u007,1140,nwgrms,1051,1099,utrbav,13.143
T,u007,1142,nwgrms,1061,1109,utrbav,13.143
T,u007,1144,nwgrms,1076,1124,utrbav,13.143
T,u007,1146,nwgrms,1091,1139,utrbav,13.143
T,u007,1148,nwgrms,1108,1154,utrbav,13.143
T,u007,1150,nwgrms,1125,1169,utrbav,13.143
T,u007,1152,nwgrms,1141,1184,utrbav,13.143
T,u007,1154,nwgrms,1156,1199,utrbav,13.143
T,u007,1156,nwgrms,1171,1214,utrbav,13.143
T,u007,1158,nwgrms,1186,1229,utrbav,13.143
T,u007,1160,nwgrms,1201,1244,utrbav,13.143
T,u007,1162,nwgrms,1216,1259,utrbav,13.143
T,u007,1164,nwgrms,1231,1274,utrbav,13.143
T,u007,1166,nwgrms,1246,1289,utrbav,13.143
T,u007,1168,nwgrms,1261,1304,utrbav,13.143
