C;c:\optibus\bru_elec_qlink.txt
V;378_2020;1;nwe_gar;1
S;50002270;1023
S;50002300;1025
S;50008170;1026
S;50008190;1028
S;50002590;1029
S;50002610;1031
S;50002128;1033
S;50002650;1034
S;50005194;1036
S;51111010;1040
S;51118899;1043
T;u007;1127;10;;utrbav;1001;1053;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1001
S;59150500;1002
S;59150480;1004
S;59150460;1006
S;59151590;1007
S;59150581;1009
S;50003660;1010
S;50003640;1011
S;50003620;1012
S;50000530;1013
S;50001490;1014
S;50001470;1015
S;50001450;1017
S;50000122;1024
S;50000122;1026
S;50000030;1029
S;50002510;1030
S;50002530;1031
S;50002550;1032
S;50002270;1033
S;50002300;1035
S;50008170;1036
S;50008190;1038
S;50002590;1039
S;50002610;1041
S;50002128;1043
S;50002650;1044
S;50005194;1046
S;51111010;1050
S;51118899;1053
T;u007;1129;10;;utrbav;1011;1063;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1011
S;59150500;1012
S;59150480;1014
S;59150460;1016
S;59151590;1017
S;59150581;1019
S;50003660;1020
S;50003640;1021
S;50003620;1022
S;50000530;1023
S;50001490;1024
S;50001470;1025
S;50001450;1027
S;50000122;1034
S;50000122;1036
S;50000030;1039
S;50002510;1040
S;50002530;1041
S;50002550;1042
S;50002270;1043
S;50002300;1045
S;50008170;1046
S;50008190;1048
S;50002590;1049
S;50002610;1051
S;50002128;1053
S;50002650;1054
S;50005194;1056
S;51111010;1060
S;51118899;1063
T;u007;1131;10;;utrbav;1021;1073;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1021
S;59150500;1022
S;59150480;1024
S;59150460;1026
S;59151590;1027
S;59150581;1029
S;50003660;1030
S;50003640;1031
S;50003620;1032
S;50000530;1033
S;50001490;1034
S;50001470;1035
S;50001450;1037
S;50000122;1044
S;50000122;1046
S;50000030;1049
S;50002510;1050
S;50002530;1051
S;50002550;1052
S;50002270;1053
S;50002300;1055
S;50008170;1056
S;50008190;1058
S;50002590;1059
S;50002610;1061
S;50002128;1063
S;50002650;1064
S;50005194;1066
S;51111010;1070
S;51118899;1073
T;u007;1133;10;;utrbav;1031;1083;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1031
S;59150500;1032
S;59150480;1034
S;59150460;1036
S;59151590;1037
S;59150581;1039
S;50003660;1040
S;50003640;1041
S;50003620;1042
S;50000530;1043
S;50001490;1044
S;50001470;1045
S;50001450;1047
S;50000122;1054
S;50000122;1056
S;50000030;1059
S;50002510;1060
S;50002530;1061
S;50002550;1062
S;50002270;1063
S;50002300;1065
S;50008170;1066
S;50008190;1068
S;50002590;1069
S;50002610;1071
S;50002128;1073
S;50002650;1074
S;50005194;1076
S;51111010;1080
S;51118899;1083
T;u007;1135;10;;utrbav;1041;1093;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1041
S;59150500;1042
S;59150480;1044
S;59150460;1046
S;59151590;1047
S;59150581;1049
S;50003660;1050
S;50003640;1051
S;50003620;1052
S;50000530;1053
S;50001490;1054
S;50001470;1055
S;50001450;1057
S;50000122;1064
S;50000122;1066
S;50000030;1069
S;50002510;1070
S;50002530;1071
S;50002550;1072
S;50002270;1073
S;50002300;1075
S;50008170;1076
S;50008190;1078
S;50002590;1079
S;50002610;1081
S;50002128;1083
S;50002650;1084
S;50005194;1086
S;51111010;1090
S;51118899;1093
T;u007;1137;10;;utrbav;1051;1102;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1051
S;59150500;1052
S;59150480;1054
S;59150460;1056
S;59151590;1057
S;59150581;1059
S;50003660;1060
S;50003640;1061
S;50003620;1062
S;50000530;1063
S;50001490;1064
S;50001470;1065
S;50001450;1067
S;50000122;1074
S;50000122;1076
S;50000030;1079
S;50002510;1080
S;50002530;1081
S;50002550;1082
S;50002270;1083
S;50002300;1084
S;50008170;1086
S;50008190;1087
S;50002590;1088
S;50002610;1090
S;50002128;1092
S;50002650;1093
S;50005194;1095
S;51111010;1099
S;51118899;1102
T;u007;1139;10;;utrbav;1061;1111;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1061
S;59150500;1062
S;59150480;1064
S;59150460;1066
S;59151590;1067
S;59150581;1069
S;50003660;1070
S;50003640;1071
S;50003620;1072
S;50000530;1073
S;50001490;1074
S;50001470;1075
S;50001450;1077
S;50000122;1084
S;50000122;1086
S;50000030;1088
S;50002510;1089
S;50002530;1090
S;50002550;1091
S;50002270;1092
S;50002300;1093
S;50008170;1095
S;50008190;1096
S;50002590;1097
S;50002610;1099
S;50002128;1101
S;50002650;1102
S;50005194;1104
S;51111010;1108
S;51118899;1111
T;u007;1141;10;;utrbav;1071;1121;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1071
S;59150500;1072
S;59150480;1074
S;59150460;1076
S;59151590;1077
S;59150581;1079
S;50003660;1080
S;50003640;1081
S;50003620;1082
S;50000530;1083
S;50001490;1084
S;50001470;1085
S;50001450;1087
S;50000122;1094
S;50000122;1096
S;50000030;1098
S;50002510;1099
S;50002530;1100
S;50002550;1101
S;50002270;1102
S;50002300;1103
S;50008170;1105
S;50008190;1106
S;50002590;1107
S;50002610;1109
S;50002128;1111
S;50002650;1112
S;50005194;1114
S;51111010;1118
S;51118899;1121
T;u007;1143;10;;utrbav;1081;1129;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1081
S;59150500;1082
S;59150480;1083
S;59150460;1084
S;59151590;1085
S;59150581;1087
S;50003660;1088
S;50003640;1089
S;50003620;1090
S;50000530;1091
S;50001490;1092
S;50001470;1093
S;50001450;1095
S;50000122;1102
S;50000122;1104
S;50000030;1106
S;50002510;1107
S;50002530;1108
S;50002550;1109
S;50002270;1110
S;50002300;1111
S;50008170;1113
S;50008190;1114
S;50002590;1115
S;50002610;1117
S;50002128;1119
S;50002650;1120
S;50005194;1122
S;51111010;1126
S;51118899;1129
T;u007;1145;10;;utrbav;1096;1144;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1096
S;59150500;1097
S;59150480;1098
S;59150460;1099
S;59151590;1100
S;59150581;1102
S;50003660;1103
S;50003640;1104
S;50003620;1105
S;50000530;1106
S;50001490;1107
S;50001470;1108
S;50001450;1110
S;50000122;1117
S;50000122;1119
S;50000030;1121
S;50002510;1122
S;50002530;1123
S;50002550;1124
S;50002270;1125
S;50002300;1126
S;50008170;1128
S;50008190;1129
S;50002590;1130
S;50002610;1132
S;50002128;1134
S;50002650;1135
S;50005194;1137
S;51111010;1141
S;51118899;1144
T;u007;1147;10;;utrbav;1111;1157;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1111
S;59150500;1112
S;59150480;1113
S;59150460;1114
S;59151590;1115
S;59150581;1117
S;50003660;1118
S;50003640;1119
S;50003620;1120
S;50000530;1121
S;50001490;1122
S;50001470;1123
S;50001450;1125
S;50000122;1131
S;50000122;1133
S;50000030;1135
S;50002510;1136
S;50002530;1137
S;50002550;1138
S;50002270;1139
S;50002300;1140
S;50008170;1142
S;50008190;1143
S;50002590;1144
S;50002610;1146
S;50002128;1148
S;50002650;1149
S;50005194;1151
S;51111010;1154
S;51118899;1157
T;u007;1149;10;;utrbav;1126;1171;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1126
S;59150500;1127
S;59150480;1128
S;59150460;1129
S;59151590;1130
S;59150581;1131
S;50003660;1132
S;50003640;1133
S;50003620;1134
S;50000530;1135
S;50001490;1136
S;50001470;1137
S;50001450;1139
S;50000122;1145
S;50000122;1147
S;50000030;1149
S;50002510;1150
S;50002530;1151
S;50002550;1152
S;50002270;1153
S;50002300;1154
S;50008170;1156
S;50008190;1157
S;50002590;1158
S;50002610;1160
S;50002128;1162
S;50002650;1163
S;50005194;1165
S;51111010;1168
S;51118899;1171
T;u007;1151;10;;utrbav;1141;1186;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1141
S;59150500;1142
S;59150480;1143
S;59150460;1144
S;59151590;1145
S;59150581;1146
S;50003660;1147
S;50003640;1148
S;50003620;1149
S;50000530;1150
S;50001490;1151
S;50001470;1152
S;50001450;1154
S;50000122;1160
S;50000122;1162
S;50000030;1164
S;50002510;1165
S;50002530;1166
S;50002550;1167
S;50002270;1168
S;50002300;1169
S;50008170;1171
S;50008190;1172
S;50002590;1173
S;50002610;1175
S;50002128;1177
S;50002650;1178
S;50005194;1180
S;51111010;1183
S;51118899;1186
T;u007;1153;10;;utrbav;1156;1201;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1156
S;59150500;1157
S;59150480;1158
S;59150460;1159
S;59151590;1160
S;59150581;1161
S;50003660;1162
S;50003640;1163
S;50003620;1164
S;50000530;1165
S;50001490;1166
S;50001470;1167
S;50001450;1169
S;50000122;1175
S;50000122;1177
S;50000030;1179
S;50002510;1180
S;50002530;1181
S;50002550;1182
S;50002270;1183
S;50002300;1184
S;50008170;1186
S;50008190;1187
S;50002590;1188
S;50002610;1190
S;50002128;1192
S;50002650;1193
S;50005194;1195
S;51111010;1198
S;51118899;1201
T;u007;1155;10;;utrbav;1171;1216;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1171
S;59150500;1172
S;59150480;1173
S;59150460;1174
S;59151590;1175
S;59150581;1176
S;50003660;1177
S;50003640;1178
S;50003620;1179
S;50000530;1180
S;50001490;1181
S;50001470;1182
S;50001450;1184
S;50000122;1190
S;50000122;1192
S;50000030;1194
S;50002510;1195
S;50002530;1196
S;50002550;1197
S;50002270;1198
S;50002300;1199
S;50008170;1201
S;50008190;1202
S;50002590;1203
S;50002610;1205
S;50002128;1207
S;50002650;1208
S;50005194;1210
S;51111010;1213
S;51118899;1216
T;u007;1157;10;;utrbav;1186;1230;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1186
S;59150500;1187
S;59150480;1188
S;59150460;1189
S;59151590;1190
S;59150581;1191
S;50003660;1192
S;50003640;1193
S;50003620;1194
S;50000530;1195
S;50001490;1196
S;50001470;1197
S;50001450;1199
S;50000122;1205
S;50000122;1207
S;50000030;1209
S;50002510;1210
S;50002530;1211
S;50002550;1212
S;50002270;1213
S;50002300;1214
S;50008170;1215
S;50008190;1216
S;50002590;1217
S;50002610;1219
S;50002128;1221
S;50002650;1222
S;50005194;1224
S;51111010;1227
S;51118899;1230
T;u007;1159;10;;utrbav;1201;1245;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1201
S;59150500;1202
S;59150480;1203
S;59150460;1204
S;59151590;1205
S;59150581;1206
S;50003660;1207
S;50003640;1208
S;50003620;1209
S;50000530;1210
S;50001490;1211
S;50001470;1212
S;50001450;1214
S;50000122;1220
S;50000122;1222
S;50000030;1224
S;50002510;1225
S;50002530;1226
S;50002550;1227
S;50002270;1228
S;50002300;1229
S;50008170;1230
S;50008190;1231
S;50002590;1232
S;50002610;1234
S;50002128;1236
S;50002650;1237
S;50005194;1239
S;51111010;1242
S;51118899;1245
T;u007;1161;10;;utrbav;1216;1260;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1216
S;59150500;1217
S;59150480;1218
S;59150460;1219
S;59151590;1220
S;59150581;1221
S;50003660;1222
S;50003640;1223
S;50003620;1224
S;50000530;1225
S;50001490;1226
S;50001470;1227
S;50001450;1229
S;50000122;1235
S;50000122;1237
S;50000030;1239
S;50002510;1240
S;50002530;1241
S;50002550;1242
S;50002270;1243
S;50002300;1244
S;50008170;1245
S;50008190;1246
S;50002590;1247
S;50002610;1249
S;50002128;1251
S;50002650;1252
S;50005194;1254
S;51111010;1257
S;51118899;1260
T;u007;1163;10;;utrbav;1231;1274;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1231
S;59150500;1232
S;59150480;1233
S;59150460;1234
S;59151590;1235
S;59150581;1236
S;50003660;1237
S;50003640;1238
S;50003620;1239
S;50000530;1240
S;50001490;1241
S;50001470;1242
S;50001450;1244
S;50000122;1250
S;50000122;1252
S;50000030;1254
S;50002510;1255
S;50002530;1256
S;50002550;1257
S;50002270;1258
S;50002300;1259
S;50008170;1260
S;50008190;1261
S;50002590;1262
S;50002610;1264
S;50002128;1265
S;50002650;1266
S;50005194;1268
S;51111010;1271
S;51118899;1274
T;u007;1165;10;;utrbav;1246;1289;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1246
S;59150500;1247
S;59150480;1248
S;59150460;1249
S;59151590;1250
S;59150581;1251
S;50003660;1252
S;50003640;1253
S;50003620;1254
S;50000530;1255
S;50001490;1256
S;50001470;1257
S;50001450;1259
S;50000122;1265
S;50000122;1267
S;50000030;1269
S;50002510;1270
S;50002530;1271
S;50002550;1272
S;50002270;1273
S;50002300;1274
S;50008170;1275
S;50008190;1276
S;50002590;1277
S;50002610;1279
S;50002128;1280
S;50002650;1281
S;50005194;1283
S;51111010;1286
S;51118899;1289
T;u007;1167;10;;utrbav;1261;1304;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1261
S;59150500;1262
S;59150480;1263
S;59150460;1264
S;59151590;1265
S;59150581;1266
S;50003660;1267
S;50003640;1268
S;50003620;1269
S;50000530;1270
S;50001490;1271
S;50001470;1272
S;50001450;1274
S;50000122;1280
S;50000122;1282
S;50000030;1284
S;50002510;1285
S;50002530;1286
S;50002550;1287
S;50002270;1288
S;50002300;1289
S;50008170;1290
S;50008190;1291
S;50002590;1292
S;50002610;1294
S;50002128;1295
S;50002650;1296
S;50005194;1298
S;51111010;1301
S;51118899;1304
T;u007;1169;10;;utrbav;1276;1319;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1276
S;59150500;1277
S;59150480;1278
S;59150460;1279
S;59151590;1280
S;59150581;1281
S;50003660;1282
S;50003640;1283
S;50003620;1284
S;50000530;1285
S;50001490;1286
S;50001470;1287
S;50001450;1289
S;50000122;1295
S;50000122;1297
S;50000030;1299
S;50002510;1300
S;50002530;1301
S;50002550;1302
S;50002270;1303
S;50002300;1304
S;50008170;1305
S;50008190;1306
S;50002590;1307
S;50002610;1309
S;50002128;1310
S;50002650;1311
S;50005194;1313
S;51111010;1316
S;51118899;1319
T;u007;1171;10;;utrbav;1291;1332;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1291
S;59150500;1292
S;59150480;1293
S;59150460;1294
S;59151590;1294
S;59150581;1295
S;50003660;1296
S;50003640;1297
S;50003620;1297
S;50000530;1298
S;50001490;1299
S;50001470;1300
S;50001450;1302
S;50000122;1308
S;50000122;1310
S;50000030;1312
S;50002510;1313
S;50002530;1314
S;50002550;1315
S;50002270;1316
S;50002300;1317
S;50008170;1318
S;50008190;1319
S;50002590;1320
S;50002610;1322
S;50002128;1323
S;50002650;1324
S;50005194;1326
S;51111010;1329
S;51118899;1332
T;u007;1173;10;;utrbav;1306;1346;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1306
S;59150500;1307
S;59150480;1308
S;59150460;1309
S;59151590;1309
S;59150581;1310
S;50003660;1311
S;50003640;1312
S;50003620;1312
S;50000530;1313
S;50001490;1314
S;50001470;1315
S;50001450;1317
S;50000122;1323
S;50000122;1325
S;50000030;1327
S;50002510;1328
S;50002530;1329
S;50002550;1330
S;50002270;1331
S;50002300;1332
S;50008170;1333
S;50008190;1334
S;50002590;1335
S;50002610;1336
S;50002128;1337
S;50002650;1338
S;50005194;1340
S;51111010;1343
S;51118899;1346
T;u007;1175;10;;utrbav;1321;1361;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1321
S;59150500;1322
S;59150480;1323
S;59150460;1324
S;59151590;1324
S;59150581;1325
S;50003660;1326
S;50003640;1327
S;50003620;1327
S;50000530;1328
S;50001490;1329
S;50001470;1330
S;50001450;1332
S;50000122;1338
S;50000122;1340
S;50000030;1342
S;50002510;1343
S;50002530;1344
S;50002550;1345
S;50002270;1346
S;50002300;1347
S;50008170;1348
S;50008190;1349
S;50002590;1350
S;50002610;1351
S;50002128;1352
S;50002650;1353
S;50005194;1355
S;51111010;1358
S;51118899;1361
T;u007;1177;10;;utrbav;1336;1376;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1336
S;59150500;1337
S;59150480;1338
S;59150460;1339
S;59151590;1339
S;59150581;1340
S;50003660;1341
S;50003640;1342
S;50003620;1342
S;50000530;1343
S;50001490;1344
S;50001470;1345
S;50001450;1347
S;50000122;1353
S;50000122;1355
S;50000030;1357
S;50002510;1358
S;50002530;1359
S;50002550;1360
S;50002270;1361
S;50002300;1362
S;50008170;1363
S;50008190;1364
S;50002590;1365
S;50002610;1366
S;50002128;1367
S;50002650;1368
S;50005194;1370
S;51111010;1373
S;51118899;1376
T;u007;1179;10;;utrbav;1351;1391;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1351
S;59150500;1352
S;59150480;1353
S;59150460;1354
S;59151590;1354
S;59150581;1355
S;50003660;1356
S;50003640;1357
S;50003620;1357
S;50000530;1358
S;50001490;1359
S;50001470;1360
S;50001450;1362
S;50000122;1368
S;50000122;1370
S;50000030;1372
S;50002510;1373
S;50002530;1374
S;50002550;1375
S;50002270;1376
S;50002300;1377
S;50008170;1378
S;50008190;1379
S;50002590;1380
S;50002610;1381
S;50002128;1382
S;50002650;1383
S;50005194;1385
S;51111010;1388
S;51118899;1391
T;u007;1181;10;;utrbav;1366;1406;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1366
S;59150500;1367
S;59150480;1368
S;59150460;1369
S;59151590;1369
S;59150581;1370
S;50003660;1371
S;50003640;1372
S;50003620;1372
S;50000530;1373
S;50001490;1374
S;50001470;1375
S;50001450;1377
S;50000122;1383
S;50000122;1385
S;50000030;1387
S;50002510;1388
S;50002530;1389
S;50002550;1390
S;50002270;1391
S;50002300;1392
S;50008170;1393
S;50008190;1394
S;50002590;1395
S;50002610;1396
S;50002128;1397
S;50002650;1398
S;50005194;1400
S;51111010;1403
S;51118899;1406
T;u007;1183;10;;utrbav;1381;1421;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1381
S;59150500;1382
S;59150480;1383
S;59150460;1384
S;59151590;1384
S;59150581;1385
S;50003660;1386
S;50003640;1387
S;50003620;1387
S;50000530;1388
S;50001490;1389
S;50001470;1390
S;50001450;1392
S;50000122;1398
S;50000122;1400
S;50000030;1402
S;50002510;1403
S;50002530;1404
S;50002550;1405
S;50002270;1406
S;50002300;1407
S;50008170;1408
S;50008190;1409
S;50002590;1410
S;50002610;1411
S;50002128;1412
S;50002650;1413
S;50005194;1415
S;51111010;1418
S;51118899;1421
T;u007;1185;10;;utrbav;1396;1436;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1396
S;59150500;1397
S;59150480;1398
S;59150460;1399
S;59151590;1399
S;59150581;1400
S;50003660;1401
S;50003640;1402
S;50003620;1402
S;50000530;1403
S;50001490;1404
S;50001470;1405
S;50001450;1407
S;50000122;1413
S;50000122;1415
S;50000030;1417
S;50002510;1418
S;50002530;1419
S;50002550;1420
S;50002270;1421
S;50002300;1422
S;50008170;1423
S;50008190;1424
S;50002590;1425
S;50002610;1426
S;50002128;1427
S;50002650;1428
S;50005194;1430
S;51111010;1433
S;51118899;1436
T;u007;1187;10;;utrbav;1411;1451;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1411
S;59150500;1412
S;59150480;1413
S;59150460;1414
S;59151590;1414
S;59150581;1415
S;50003660;1416
S;50003640;1417
S;50003620;1417
S;50000530;1418
S;50001490;1419
S;50001470;1420
S;50001450;1422
S;50000122;1428
S;50000122;1430
S;50000030;1432
S;50002510;1433
S;50002530;1434
S;50002550;1435
S;50002270;1436
S;50002300;1437
S;50008170;1438
S;50008190;1439
S;50002590;1440
S;50002610;1441
S;50002128;1442
S;50002650;1443
S;50005194;1445
S;51111010;1448
S;51118899;1451
T;u007;1189;10;;utrbav;1426;1466;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1426
S;59150500;1427
S;59150480;1428
S;59150460;1429
S;59151590;1429
S;59150581;1430
S;50003660;1431
S;50003640;1432
S;50003620;1432
S;50000530;1433
S;50001490;1434
S;50001470;1435
S;50001450;1437
S;50000122;1443
S;50000122;1445
S;50000030;1447
S;50002510;1448
S;50002530;1449
S;50002550;1450
S;50002270;1451
S;50002300;1452
S;50008170;1453
S;50008190;1454
S;50002590;1455
S;50002610;1456
S;50002128;1457
S;50002650;1458
S;50005194;1460
S;51111010;1463
S;51118899;1466
T;u007;1191;10;;utrbav;1441;1481;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1441
S;59150500;1442
S;59150480;1443
S;59150460;1444
S;59151590;1444
S;59150581;1445
S;50003660;1446
S;50003640;1447
S;50003620;1447
S;50000530;1448
S;50001490;1449
S;50001470;1450
S;50001450;1452
S;50000122;1458
S;50000122;1460
S;50000030;1462
S;50002510;1463
S;50002530;1464
S;50002550;1465
S;50002270;1466
S;50002300;1467
S;50008170;1468
S;50008190;1469
S;50002590;1470
S;50002610;1471
S;50002128;1472
S;50002650;1473
S;50005194;1475
S;51111010;1478
S;51118899;1481
T;u007;1193;10;;utrbav;1456;1496;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1456
S;59150500;1457
S;59150480;1458
S;59150460;1459
S;59151590;1459
S;59150581;1460
S;50003660;1461
S;50003640;1462
S;50003620;1462
S;50000530;1463
S;50001490;1464
S;50001470;1465
S;50001450;1467
S;50000122;1473
S;50000122;1475
S;50000030;1477
S;50002510;1478
S;50002530;1479
S;50002550;1480
S;50002270;1481
S;50002300;1482
S;50008170;1483
S;50008190;1484
S;50002590;1485
S;50002610;1486
S;50002128;1487
S;50002650;1488
S;50005194;1490
S;51111010;1493
S;51118899;1496
T;u007;1195;10;;utrbav;1478;1518;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;1478
S;59150500;1479
S;59150480;1480
S;59150460;1481
S;59151590;1481
S;59150581;1482
S;50003660;1483
S;50003640;1484
S;50003620;1484
S;50000530;1485
S;50001490;1486
S;50001470;1487
S;50001450;1489
S;50000122;1495
S;50000122;1500
S;50000030;1502
S;50002510;1503
S;50002530;1504
S;50002550;1505
S;50002270;1506
S;50002300;1507
S;50008170;1508
S;50008190;1509
S;50002590;1510
S;50002610;1511
S;50002128;1512
S;50002650;1513
S;50005194;1515
S;51111010;1518
S;51118899;1518
T;u007;1002;11;;nwgrms;349;389;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;349
S;50000140;352
S;51115093;354
S;50002680;355
S;50002660;355
S;50002129;356
S;50002620;357
S;50002600;358
S;50008200;359
S;50008180;360
S;50002290;361
S;50002280;362
S;50002560;363
S;50002540;365
S;50000040;366
S;50000130;370
S;50000133;370
S;50000133;372
S;50001460;377
S;50001480;378
S;50001500;378
S;50000540;379
S;50003610;380
S;50003630;381
S;59150401;382
S;59150431;383
S;59151600;383
S;59150530;384
S;59150450;386
S;59150501;387
S;59151620;388
S;59150600;389
T;u007;1004;11;;nwgrms;364;404;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;364
S;50000140;367
S;51115093;369
S;50002680;370
S;50002660;370
S;50002129;371
S;50002620;372
S;50002600;373
S;50008200;374
S;50008180;375
S;50002290;376
S;50002280;377
S;50002560;378
S;50002540;380
S;50000040;381
S;50000130;385
S;50000133;385
S;50000133;387
S;50001460;392
S;50001480;393
S;50001500;393
S;50000540;394
S;50003610;395
S;50003630;396
S;59150401;397
S;59150431;398
S;59151600;398
S;59150530;399
S;59150450;401
S;59150501;402
S;59151620;403
S;59150600;404
T;u007;1006;11;;nwgrms;379;419;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;379
S;50000140;382
S;51115093;384
S;50002680;385
S;50002660;385
S;50002129;386
S;50002620;387
S;50002600;388
S;50008200;389
S;50008180;390
S;50002290;391
S;50002280;392
S;50002560;393
S;50002540;395
S;50000040;396
S;50000130;400
S;50000133;400
S;50000133;402
S;50001460;407
S;50001480;408
S;50001500;408
S;50000540;409
S;50003610;410
S;50003630;411
S;59150401;412
S;59150431;413
S;59151600;413
S;59150530;414
S;59150450;416
S;59150501;417
S;59151620;418
S;59150600;419
T;u007;1008;11;;nwgrms;392;434;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;392
S;50000140;395
S;51115093;397
S;50002680;398
S;50002660;398
S;50002129;399
S;50002620;400
S;50002600;401
S;50008200;402
S;50008180;403
S;50002290;404
S;50002280;405
S;50002560;406
S;50002540;408
S;50000040;409
S;50000130;413
S;50000133;413
S;50000133;415
S;50001460;420
S;50001480;421
S;50001500;421
S;50000540;422
S;50003610;423
S;50003630;424
S;59150401;425
S;59150431;426
S;59151600;428
S;59150530;429
S;59150450;431
S;59150501;432
S;59151620;433
S;59150600;434
T;u007;1010;11;;nwgrms;404;449;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;404
S;50000140;407
S;51115093;409
S;50002680;410
S;50002660;410
S;50002129;411
S;50002620;412
S;50002600;413
S;50008200;414
S;50008180;415
S;50002290;416
S;50002280;417
S;50002560;418
S;50002540;420
S;50000040;421
S;50000130;426
S;50000133;426
S;50000133;428
S;50001460;433
S;50001480;435
S;50001500;436
S;50000540;437
S;50003610;438
S;50003630;439
S;59150401;440
S;59150431;441
S;59151600;443
S;59150530;444
S;59150450;446
S;59150501;447
S;59151620;448
S;59150600;449
T;u007;1012;11;;nwgrms;412;459;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;412
S;50000140;415
S;51115093;417
S;50002680;418
S;50002660;418
S;50002129;419
S;50002620;420
S;50002600;421
S;50008200;423
S;50008180;424
S;50002290;425
S;50002280;426
S;50002560;428
S;50002540;430
S;50000040;431
S;50000130;436
S;50000133;436
S;50000133;438
S;50001460;443
S;50001480;445
S;50001500;446
S;50000540;447
S;50003610;448
S;50003630;449
S;59150401;450
S;59150431;451
S;59151600;453
S;59150530;454
S;59150450;456
S;59150501;457
S;59151620;458
S;59150600;459
T;u007;1014;11;;nwgrms;423;469;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;423
S;50000140;426
S;51115093;428
S;50002680;429
S;50002660;429
S;50002129;430
S;50002620;431
S;50002600;432
S;50008200;434
S;50008180;435
S;50002290;436
S;50002280;437
S;50002560;439
S;50002540;441
S;50000040;442
S;50000130;447
S;50000133;447
S;50000133;449
S;50001460;454
S;50001480;456
S;50001500;457
S;50000540;458
S;50003610;459
S;50003630;460
S;59150401;461
S;59150431;462
S;59151600;463
S;59150530;464
S;59150450;466
S;59150501;467
S;59151620;468
S;59150600;469
T;u007;1016;11;;nwgrms;433;479;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;433
S;50000140;436
S;51115093;438
S;50002680;439
S;50002660;439
S;50002129;440
S;50002620;441
S;50002600;442
S;50008200;444
S;50008180;445
S;50002290;446
S;50002280;447
