C;c:\optibus\utr2021_elec.txt
V;STD20;1;UTR2020kn;1
S;50000130;481
S;50000134;482
S;50000134;484
S;50006310;486
S;50006330;486
S;50006350;487
S;50006370;488
S;50006390;490
S;50006410;491
S;50001282;493
S;50005503;493
S;50002350;495
S;50002370;496
S;50002390;498
S;50008050;499
T;u001;101021;10;11;utrvec;459;509;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;459
S;59151810;460
S;59151830;460
S;59151850;461
S;59151870;462
S;59150260;463
S;59150201;463
S;59151930;465
S;59151950;466
S;59151970;467
S;59151990;468
S;59150990;469
S;59150210;471
S;59151250;472
S;59152130;473
S;59152150;475
S;50002193;476
S;50006130;478
S;50001810;480
S;50001830;482
S;50001850;483
S;50001450;486
S;50000130;492
S;50000134;493
S;50000134;495
S;50006310;497
S;50006330;497
S;50006350;498
S;50006370;499
S;50006390;501
S;50006410;502
S;50001282;504
S;50005503;504
S;50002350;506
S;50002370;507
S;50002390;508
S;50008050;509
T;u001;101023;10;11;utrvec;470;519;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;470
S;59151810;471
S;59151830;471
S;59151850;472
S;59151870;473
S;59150260;474
S;59150201;474
S;59151930;476
S;59151950;477
S;59151970;478
S;59151990;479
S;59150990;480
S;59150210;482
S;59151250;483
S;59152130;484
S;59152150;486
S;50002193;487
S;50006130;489
S;50001810;491
S;50001830;493
S;50001850;494
S;50001450;497
S;50000130;503
S;50000134;504
S;50000134;506
S;50006310;508
S;50006330;508
S;50006350;509
S;50006370;510
S;50006390;511
S;50006410;512
S;50001282;514
S;50005503;514
S;50002350;516
S;50002370;517
S;50002390;518
S;50008050;519
T;u001;101025;10;11;utrvec;480;529;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;480
S;59151810;481
S;59151830;481
S;59151850;482
S;59151870;483
S;59150260;484
S;59150201;484
S;59151930;486
S;59151950;487
S;59151970;488
S;59151990;489
S;59150990;490
S;59150210;492
S;59151250;493
S;59152130;494
S;59152150;496
S;50002193;497
S;50006130;499
S;50001810;501
S;50001830;503
S;50001850;504
S;50001450;507
S;50000130;513
S;50000134;514
S;50000134;516
S;50006310;518
S;50006330;518
S;50006350;519
S;50006370;520
S;50006390;521
S;50006410;522
S;50001282;524
S;50005503;524
S;50002350;526
S;50002370;527
S;50002390;528
S;50008050;529
T;u001;101027;10;11;utrvec;490;539;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;490
S;59151810;491
S;59151830;491
S;59151850;492
S;59151870;493
S;59150260;494
S;59150201;494
S;59151930;496
S;59151950;497
S;59151970;498
S;59151990;499
S;59150990;500
S;59150210;502
S;59151250;503
S;59152130;504
S;59152150;506
S;50002193;507
S;50006130;509
S;50001810;511
S;50001830;513
S;50001850;514
S;50001450;517
S;50000130;523
S;50000134;524
S;50000134;526
S;50006310;528
S;50006330;528
S;50006350;529
S;50006370;530
S;50006390;531
S;50006410;532
S;50001282;534
S;50005503;534
S;50002350;536
S;50002370;537
S;50002390;538
S;50008050;539
T;u001;101029;10;11;utrvec;500;549;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;500
S;59151810;501
S;59151830;501
S;59151850;502
S;59151870;503
S;59150260;504
S;59150201;504
S;59151930;506
S;59151950;507
S;59151970;508
S;59151990;509
S;59150990;510
S;59150210;512
S;59151250;513
S;59152130;514
S;59152150;516
S;50002193;517
S;50006130;519
S;50001810;521
S;50001830;523
S;50001850;524
S;50001450;527
S;50000130;533
S;50000134;534
S;50000134;536
S;50006310;538
S;50006330;538
S;50006350;539
S;50006370;540
S;50006390;541
S;50006410;542
S;50001282;544
S;50005503;544
S;50002350;546
S;50002370;547
S;50002390;548
S;50008050;549
T;u001;101031;10;11;utrvec;510;559;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;510
S;59151810;511
S;59151830;511
S;59151850;512
S;59151870;513
S;59150260;514
S;59150201;514
S;59151930;516
S;59151950;517
S;59151970;518
S;59151990;519
S;59150990;520
S;59150210;522
S;59151250;523
S;59152130;524
S;59152150;526
S;50002193;527
S;50006130;529
S;50001810;531
S;50001830;533
S;50001850;534
S;50001450;537
S;50000130;543
S;50000134;544
S;50000134;546
S;50006310;548
S;50006330;548
S;50006350;549
S;50006370;550
S;50006390;551
S;50006410;552
S;50001282;554
S;50005503;554
S;50002350;556
S;50002370;557
S;50002390;558
S;50008050;559
T;u001;101033;10;11;utrvec;522;569;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;522
S;59151810;523
S;59151830;523
S;59151850;524
S;59151870;525
S;59150260;526
S;59150201;526
S;59151930;528
S;59151950;529
S;59151970;530
S;59151990;531
S;59150990;532
S;59150210;534
S;59151250;535
S;59152130;536
S;59152150;538
S;50002193;539
S;50006130;541
S;50001810;543
S;50001830;544
S;50001850;545
S;50001450;548
S;50000130;553
S;50000134;554
S;50000134;556
S;50006310;558
S;50006330;558
S;50006350;559
S;50006370;560
S;50006390;561
S;50006410;562
S;50001282;564
S;50005503;564
S;50002350;566
S;50002370;567
S;50002390;568
S;50008050;569
T;u001;101035;10;11;utrvec;534;579;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;534
S;59151810;535
S;59151830;535
S;59151850;536
S;59151870;537
S;59150260;538
S;59150201;538
S;59151930;540
S;59151950;541
S;59151970;542
S;59151990;543
S;59150990;544
S;59150210;545
S;59151250;546
S;59152130;547
S;59152150;548
S;50002193;549
S;50006130;551
S;50001810;553
S;50001830;554
S;50001850;555
S;50001450;558
S;50000130;563
S;50000134;564
S;50000134;566
S;50006310;568
S;50006330;568
S;50006350;569
S;50006370;570
S;50006390;571
S;50006410;572
S;50001282;574
S;50005503;574
S;50002350;576
S;50002370;577
S;50002390;578
S;50008050;579
T;u001;101037;10;11;utrvec;544;589;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;544
S;59151810;545
S;59151830;545
S;59151850;546
S;59151870;547
S;59150260;548
S;59150201;548
S;59151930;550
S;59151950;551
S;59151970;552
S;59151990;553
S;59150990;554
S;59150210;555
S;59151250;556
S;59152130;557
S;59152150;558
S;50002193;559
S;50006130;561
S;50001810;563
S;50001830;564
S;50001850;565
S;50001450;568
S;50000130;573
S;50000134;574
S;50000134;576
S;50006310;578
S;50006330;578
S;50006350;579
S;50006370;580
S;50006390;581
S;50006410;582
S;50001282;584
S;50005503;584
S;50002350;586
S;50002370;587
S;50002390;588
S;50008050;589
T;u001;101039;10;11;utrvec;554;599;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;554
S;59151810;555
S;59151830;555
S;59151850;556
S;59151870;557
S;59150260;558
S;59150201;558
S;59151930;560
S;59151950;561
S;59151970;562
S;59151990;563
S;59150990;564
S;59150210;565
S;59151250;566
S;59152130;567
S;59152150;568
S;50002193;569
S;50006130;571
S;50001810;573
S;50001830;574
S;50001850;575
S;50001450;578
S;50000130;583
S;50000134;584
S;50000134;586
S;50006310;588
S;50006330;588
S;50006350;589
S;50006370;590
S;50006390;591
S;50006410;592
S;50001282;594
S;50005503;594
S;50002350;596
S;50002370;597
S;50002390;598
S;50008050;599
T;u001;101041;10;11;utrvec;564;609;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;564
S;59151810;565
S;59151830;565
S;59151850;566
S;59151870;567
S;59150260;568
S;59150201;568
S;59151930;570
S;59151950;571
S;59151970;572
S;59151990;573
S;59150990;574
S;59150210;575
S;59151250;576
S;59152130;577
S;59152150;578
S;50002193;579
S;50006130;581
S;50001810;583
S;50001830;584
S;50001850;585
S;50001450;588
S;50000130;593
S;50000134;594
S;50000134;596
S;50006310;598
S;50006330;598
S;50006350;599
S;50006370;600
S;50006390;601
S;50006410;602
S;50001282;604
S;50005503;604
S;50002350;606
S;50002370;607
S;50002390;608
S;50008050;609
T;u001;101043;10;11;utrvec;574;619;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;574
S;59151810;575
S;59151830;575
S;59151850;576
S;59151870;577
S;59150260;578
S;59150201;578
S;59151930;580
S;59151950;581
S;59151970;582
S;59151990;583
S;59150990;584
S;59150210;585
S;59151250;586
S;59152130;587
S;59152150;588
S;50002193;589
S;50006130;591
S;50001810;593
S;50001830;594
S;50001850;595
S;50001450;598
S;50000130;603
S;50000134;604
S;50000134;606
S;50006310;608
S;50006330;608
S;50006350;609
S;50006370;610
S;50006390;611
S;50006410;612
S;50001282;614
S;50005503;614
S;50002350;616
S;50002370;617
S;50002390;618
S;50008050;619
T;u001;101045;10;11;utrvec;584;629;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;584
S;59151810;585
S;59151830;585
S;59151850;586
S;59151870;587
S;59150260;588
S;59150201;588
S;59151930;590
S;59151950;591
S;59151970;592
S;59151990;593
S;59150990;594
S;59150210;595
S;59151250;596
S;59152130;597
S;59152150;598
S;50002193;599
S;50006130;601
S;50001810;603
S;50001830;604
S;50001850;605
S;50001450;608
S;50000130;613
S;50000134;614
S;50000134;616
S;50006310;618
S;50006330;618
S;50006350;619
S;50006370;620
S;50006390;621
S;50006410;622
S;50001282;624
S;50005503;624
S;50002350;626
S;50002370;627
S;50002390;628
S;50008050;629
T;u001;101047;10;11;utrvec;594;639;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;594
S;59151810;595
S;59151830;595
S;59151850;596
S;59151870;597
S;59150260;598
S;59150201;598
S;59151930;600
S;59151950;601
S;59151970;602
S;59151990;603
S;59150990;604
S;59150210;605
S;59151250;606
S;59152130;607
S;59152150;608
S;50002193;609
S;50006130;611
S;50001810;613
S;50001830;614
S;50001850;615
S;50001450;618
S;50000130;623
S;50000134;624
S;50000134;626
S;50006310;628
S;50006330;628
S;50006350;629
S;50006370;630
S;50006390;631
S;50006410;632
S;50001282;634
S;50005503;634
S;50002350;636
S;50002370;637
S;50002390;638
S;50008050;639
T;u001;101049;10;11;utrvec;604;649;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;604
S;59151810;605
S;59151830;605
S;59151850;606
S;59151870;607
S;59150260;608
S;59150201;608
S;59151930;610
S;59151950;611
S;59151970;612
S;59151990;613
S;59150990;614
S;59150210;615
S;59151250;616
S;59152130;617
S;59152150;618
S;50002193;619
S;50006130;621
S;50001810;623
S;50001830;624
S;50001850;625
S;50001450;628
S;50000130;633
S;50000134;634
S;50000134;636
S;50006310;638
S;50006330;638
S;50006350;639
S;50006370;640
S;50006390;641
S;50006410;642
S;50001282;644
S;50005503;644
S;50002350;646
S;50002370;647
S;50002390;648
S;50008050;649
T;u001;101051;10;11;utrvec;614;659;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;614
S;59151810;615
S;59151830;615
S;59151850;616
S;59151870;617
S;59150260;618
S;59150201;618
S;59151930;620
S;59151950;621
S;59151970;622
S;59151990;623
S;59150990;624
S;59150210;625
S;59151250;626
S;59152130;627
S;59152150;628
S;50002193;629
S;50006130;631
S;50001810;633
S;50001830;634
S;50001850;635
S;50001450;638
S;50000130;643
S;50000134;644
S;50000134;646
S;50006310;648
S;50006330;648
S;50006350;649
S;50006370;650
S;50006390;651
S;50006410;652
S;50001282;654
S;50005503;654
S;50002350;656
S;50002370;657
S;50002390;658
S;50008050;659
T;u001;101053;10;11;utrvec;624;669;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;624
S;59151810;625
S;59151830;625
S;59151850;626
S;59151870;627
S;59150260;628
S;59150201;628
S;59151930;630
S;59151950;631
S;59151970;632
S;59151990;633
S;59150990;634
S;59150210;635
S;59151250;636
S;59152130;637
S;59152150;638
S;50002193;639
S;50006130;641
S;50001810;643
S;50001830;644
S;50001850;645
S;50001450;648
S;50000130;653
S;50000134;654
S;50000134;656
S;50006310;658
S;50006330;658
S;50006350;659
S;50006370;660
S;50006390;661
S;50006410;662
S;50001282;664
S;50005503;664
S;50002350;666
S;50002370;667
S;50002390;668
S;50008050;669
T;u001;101055;10;11;utrvec;634;679;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;634
S;59151810;635
S;59151830;635
S;59151850;636
S;59151870;637
S;59150260;638
S;59150201;638
S;59151930;640
S;59151950;641
S;59151970;642
S;59151990;643
S;59150990;644
S;59150210;645
S;59151250;646
S;59152130;647
S;59152150;648
S;50002193;649
S;50006130;651
S;50001810;653
S;50001830;654
S;50001850;655
S;50001450;658
S;50000130;663
S;50000134;664
S;50000134;666
S;50006310;668
S;50006330;668
S;50006350;669
S;50006370;670
S;50006390;671
S;50006410;672
S;50001282;674
S;50005503;674
S;50002350;676
S;50002370;677
S;50002390;678
S;50008050;679
T;u001;101057;10;11;utrvec;644;689;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;644
S;59151810;645
S;59151830;645
S;59151850;646
S;59151870;647
S;59150260;648
S;59150201;648
S;59151930;650
S;59151950;651
S;59151970;652
S;59151990;653
S;59150990;654
S;59150210;655
S;59151250;656
S;59152130;657
S;59152150;658
S;50002193;659
S;50006130;661
S;50001810;663
S;50001830;664
S;50001850;665
S;50001450;668
S;50000130;673
S;50000134;674
S;50000134;676
S;50006310;678
S;50006330;678
S;50006350;679
S;50006370;680
S;50006390;681
S;50006410;682
S;50001282;684
S;50005503;684
S;50002350;686
S;50002370;687
S;50002390;688
S;50008050;689
T;u001;101059;10;11;utrvec;654;699;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;654
S;59151810;655
S;59151830;655
S;59151850;656
S;59151870;657
S;59150260;658
S;59150201;658
S;59151930;660
S;59151950;661
S;59151970;662
S;59151990;663
S;59150990;664
S;59150210;665
S;59151250;666
S;59152130;667
S;59152150;668
S;50002193;669
S;50006130;671
S;50001810;673
S;50001830;674
S;50001850;675
S;50001450;678
S;50000130;683
S;50000134;684
S;50000134;686
S;50006310;688
S;50006330;688
S;50006350;689
S;50006370;690
S;50006390;691
S;50006410;692
S;50001282;694
S;50005503;694
S;50002350;696
S;50002370;697
S;50002390;698
S;50008050;699
T;u001;101061;10;11;utrvec;664;709;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;664
S;59151810;665
S;59151830;665
S;59151850;666
S;59151870;667
S;59150260;668
S;59150201;668
S;59151930;670
S;59151950;671
S;59151970;672
S;59151990;673
S;59150990;674
S;59150210;675
S;59151250;676
S;59152130;677
S;59152150;678
S;50002193;679
S;50006130;681
S;50001810;683
S;50001830;684
S;50001850;685
S;50001450;688
S;50000130;693
S;50000134;694
S;50000134;696
S;50006310;698
S;50006330;698
S;50006350;699
S;50006370;700
S;50006390;701
S;50006410;702
S;50001282;704
S;50005503;704
S;50002350;706
S;50002370;707
S;50002390;708
S;50008050;709
T;u001;101063;10;11;utrvec;674;719;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;674
S;59151810;675
S;59151830;675
S;59151850;676
S;59151870;677
S;59150260;678
S;59150201;678
S;59151930;680
S;59151950;681
S;59151970;682
S;59151990;683
S;59150990;684
S;59150210;685
S;59151250;686
S;59152130;687
S;59152150;688
S;50002193;689
S;50006130;691
S;50001810;693
S;50001830;694
S;50001850;695
S;50001450;698
S;50000130;703
S;50000134;704
S;50000134;706
S;50006310;708
S;50006330;708
S;50006350;709
S;50006370;710
S;50006390;711
S;50006410;712
S;50001282;714
S;50005503;714
S;50002350;716
S;50002370;717
S;50002390;718
S;50008050;719
T;u001;101065;10;11;utrvec;684;729;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;684
S;59151810;685
S;59151830;685
S;59151850;686
S;59151870;687
S;59150260;688
S;59150201;688
S;59151930;690
S;59151950;691
S;59151970;692
S;59151990;693
S;59150990;694
S;59150210;695
S;59151250;696
S;59152130;697
S;59152150;698
S;50002193;699
S;50006130;701
S;50001810;703
S;50001830;704
S;50001850;705
S;50001450;708
S;50000130;713
S;50000134;714
S;50000134;716
S;50006310;718
S;50006330;718
S;50006350;719
S;50006370;720
S;50006390;721
S;50006410;722
S;50001282;724
S;50005503;724
S;50002350;726
S;50002370;727
S;50002390;728
S;50008050;729
T;u001;101067;10;11;utrvec;694;739;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;694
S;59151810;695
S;59151830;695
S;59151850;696
S;59151870;697
S;59150260;698
S;59150201;698
S;59151930;700
S;59151950;701
S;59151970;702
S;59151990;703
S;59150990;704
S;59150210;705
S;59151250;706
S;59152130;707
S;59152150;708
S;50002193;709
S;50006130;711
S;50001810;713
S;50001830;714
S;50001850;715
S;50001450;718
S;50000130;723
S;50000134;724
S;50000134;726
S;50006310;728
S;50006330;728
S;50006350;729
S;50006370;730
S;50006390;731
S;50006410;732
S;50001282;734
S;50005503;734
S;50002350;736
S;50002370;737
S;50002390;738
S;50008050;739
T;u001;101069;10;11;utrvec;704;749;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;704
S;59151810;705
S;59151830;705
S;59151850;706
S;59151870;707
S;59150260;708
S;59150201;708
S;59151930;710
S;59151950;711
S;59151970;712
S;59151990;713
S;59150990;714
S;59150210;715
S;59151250;716
S;59152130;717
S;59152150;718
S;50002193;719
S;50006130;721
S;50001810;723
S;50001830;724
S;50001850;725
S;50001450;728
S;50000130;733
S;50000134;734
S;50000134;736
S;50006310;738
S;50006330;738
S;50006350;739
S;50006370;740
S;50006390;741
S;50006410;742
S;50001282;744
S;50005503;744
S;50002350;746
S;50002370;747
S;50002390;748
S;50008050;749
T;u001;101071;10;11;utrvec;714;759;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;714
S;59151810;715
S;59151830;715
S;59151850;716
S;59151870;717
S;59150260;718
S;59150201;718
S;59151930;720
S;59151950;721
S;59151970;722
S;59151990;723
S;59150990;724
S;59150210;725
S;59151250;726
S;59152130;727
S;59152150;728
S;50002193;729
S;50006130;731
S;50001810;733
S;50001830;734
S;50001850;735
S;50001450;738
S;50000130;743
S;50000134;744
S;50000134;746
S;50006310;748
S;50006330;748
S;50006350;749
S;50006370;750
S;50006390;751
S;50006410;752
S;50001282;754
S;50005503;754
S;50002350;756
S;50002370;757
S;50002390;758
S;50008050;759
T;u001;101073;10;11;utrvec;724;769;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;724
S;59151810;725
S;59151830;725
S;59151850;726
S;59151870;727
S;59150260;728
S;59150201;728
S;59151930;730
S;59151950;731
S;59151970;732
S;59151990;733
S;59150990;734
S;59150210;735
S;59151250;736
S;59152130;737
S;59152150;738
S;50002193;739
S;50006130;741
S;50001810;743
S;50001830;744
S;50001850;745
S;50001450;748
S;50000130;753
S;50000134;754
S;50000134;756
S;50006310;758
S;50006330;758
S;50006350;759
S;50006370;760
S;50006390;761
S;50006410;762
S;50001282;764
S;50005503;764
S;50002350;766
S;50002370;767
S;50002390;768
S;50008050;769
T;u001;101075;10;11;utrvec;734;779;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;734
S;59151810;735
S;59151830;735
S;59151850;736
S;59151870;737
S;59150260;738
S;59150201;738
S;59151930;740
S;59151950;741
S;59151970;742
S;59151990;743
S;59150990;744
S;59150210;745
S;59151250;746
S;59152130;747
S;59152150;748
S;50002193;749
S;50006130;751
S;50001810;753
S;50001830;754
S;50001850;755
S;50001450;758
S;50000130;763
S;50000134;764
S;50000134;766
S;50006310;768
S;50006330;768
S;50006350;769
S;50006370;770
S;50006390;771
S;50006410;772
S;50001282;774
S;50005503;774
S;50002350;776
S;50002370;777
S;50002390;778
S;50008050;779
T;u001;101077;10;11;utrvec;744;789;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;744
S;59151810;745
S;59151830;745
S;59151850;746
S;59151870;747
S;59150260;748
S;59150201;748
S;59151930;750
S;59151950;751
S;59151970;752
S;59151990;753
S;59150990;754
S;59150210;755
S;59151250;756
S;59152130;757
S;59152150;758
S;50002193;759
S;50006130;761
S;50001810;763
S;50001830;764
S;50001850;765
S;50001450;768
S;50000130;773
S;50000134;774
S;50000134;776
S;50006310;778
S;50006330;778
S;50006350;779
S;50006370;780
S;50006390;781
S;50006410;782
S;50001282;784
S;50005503;784
S;50002350;786
S;50002370;787
S;50002390;788
S;50008050;789
T;u001;101079;10;11;utrvec;754;799;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;754
S;59151810;755
S;59151830;755
S;59151850;756
S;59151870;757
S;59150260;758
S;59150201;758
S;59151930;760
S;59151950;761
S;59151970;762
S;59151990;763
S;59150990;764
S;59150210;765
S;59151250;766
S;59152130;767
S;59152150;768
S;50002193;769
S;50006130;771
S;50001810;773
S;50001830;774
S;50001850;775
S;50001450;778
S;50000130;783
S;50000134;784
S;50000134;786
S;50006310;788
S;50006330;788
S;50006350;789
S;50006370;790
S;50006390;791
S;50006410;792
S;50001282;794
S;50005503;794
S;50002350;796
S;50002370;797
S;50002390;798
S;50008050;799
T;u001;101081;10;11;utrvec;764;809;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;764
S;59151810;765
S;59151830;765
S;59151850;766
S;59151870;767
S;59150260;768
S;59150201;768
S;59151930;770
S;59151950;771
S;59151970;772
S;59151990;773
S;59150990;774
S;59150210;775
S;59151250;776
S;59152130;777
S;59152150;778
S;50002193;779
S;50006130;781
S;50001810;783
S;50001830;784
S;50001850;785
S;50001450;788
S;50000130;793
S;50000134;794
S;50000134;796
S;50006310;798
S;50006330;798
S;50006350;799
S;50006370;800
S;50006390;801
S;50006410;802
S;50001282;804
S;50005503;804
S;50002350;806
S;50002370;807
S;50002390;808
S;50008050;809
T;u001;101083;10;11;utrvec;774;819;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;774
S;59151810;775
S;59151830;775
S;59151850;776
S;59151870;777
S;59150260;778
S;59150201;778
S;59151930;780
S;59151950;781
S;59151970;782
S;59151990;783
S;59150990;784
S;59150210;785
S;59151250;786
S;59152130;787
S;59152150;788
S;50002193;789
S;50006130;791
S;50001810;793
S;50001830;794
S;50001850;795
S;50001450;798
S;50000130;803
S;50000134;804
S;50000134;806
S;50006310;808
S;50006330;808
S;50006350;809
S;50006370;810
S;50006390;811
S;50006410;812
S;50001282;814
S;50005503;814
S;50002350;816
S;50002370;817
S;50002390;818
S;50008050;819
T;u001;101085;10;11;utrvec;784;829;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;784
S;59151810;785
S;59151830;785
S;59151850;786
S;59151870;787
S;59150260;788
S;59150201;788
S;59151930;790
S;59151950;791
S;59151970;792
S;59151990;793
S;59150990;794
S;59150210;795
S;59151250;796
S;59152130;797
S;59152150;798
S;50002193;799
S;50006130;801
S;50001810;803
S;50001830;804
S;50001850;805
S;50001450;808
S;50000130;813
S;50000134;814
S;50000134;816
S;50006310;818
S;50006330;818
S;50006350;819
S;50006370;820
S;50006390;821
S;50006410;822
S;50001282;824
S;50005503;824
S;50002350;826
S;50002370;827
S;50002390;828
S;50008050;829
T;u001;101087;10;11;utrvec;794;839;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;794
S;59151810;795
S;59151830;795
S;59151850;796
S;59151870;797
S;59150260;798
S;59150201;798
S;59151930;800
S;59151950;801
S;59151970;802
S;59151990;803
S;59150990;804
S;59150210;805
S;59151250;806
S;59152130;807
S;59152150;808
S;50002193;809
S;50006130;811
S;50001810;813
S;50001830;814
S;50001850;815
S;50001450;818
S;50000130;823
S;50000134;824
S;50000134;826
S;50006310;828
S;50006330;828
S;50006350;829
S;50006370;830
S;50006390;831
S;50006410;832
S;50001282;834
S;50005503;834
S;50002350;836
S;50002370;837
S;50002390;838
S;50008050;839
T;u001;101089;10;11;utrvec;803;849;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;803
S;59151810;804
S;59151830;804
S;59151850;805
S;59151870;806
S;59150260;807
S;59150201;807
S;59151930;809
S;59151950;810
S;59151970;811
S;59151990;812
S;59150990;813
S;59150210;814
S;59151250;815
S;59152130;816
S;59152150;817
S;50002193;818
S;50006130;820
S;50001810;822
S;50001830;823
S;50001850;824
S;50001450;827
S;50000130;832
S;50000134;833
S;50000134;835
S;50006310;837
S;50006330;837
S;50006350;838
S;50006370;839
S;50006390;840
S;50006410;841
S;50001282;843
S;50005503;843
S;50002350;845
S;50002370;846
S;50002390;848
S;50008050;849
T;u001;101091;10;11;utrvec;812;859;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;812
S;59151810;813
S;59151830;813
S;59151850;814
S;59151870;815
S;59150260;816
S;59150201;816
S;59151930;818
S;59151950;819
S;59151970;820
S;59151990;821
S;59150990;822
S;59150210;823
S;59151250;824
S;59152130;825
S;59152150;826
S;50002193;827
S;50006130;829
S;50001810;831
S;50001830;832
S;50001850;833
S;50001450;836
S;50000130;841
S;50000134;842
S;50000134;844
S;50006310;846
S;50006330;846
S;50006350;847
S;50006370;848
S;50006390;850
S;50006410;851
S;50001282;853
S;50005503;853
S;50002350;855
S;50002370;856
S;50002390;858
S;50008050;859
T;u001;101093;10;11;utrvec;821;869;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;821
S;59151810;822
S;59151830;822
S;59151850;823
S;59151870;824
S;59150260;825
S;59150201;825
S;59151930;827
S;59151950;828
S;59151970;829
S;59151990;830
S;59150990;831
S;59150210;832
S;59151250;833
S;59152130;834
S;59152150;835
S;50002193;836
S;50006130;838
S;50001810;840
S;50001830;841
S;50001850;842
S;50001450;845
S;50000130;851
S;50000134;852
S;50000134;854
S;50006310;856
S;50006330;856
S;50006350;857
S;50006370;858
S;50006390;860
S;50006410;861
S;50001282;863
S;50005503;863
S;50002350;865
S;50002370;866
S;50002390;868
S;50008050;869
T;u001;101095;10;11;utrvec;831;879;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;831
S;59151810;832
S;59151830;832
S;59151850;833
S;59151870;834
S;59150260;835
S;59150201;835
S;59151930;837
S;59151950;838
S;59151970;839
S;59151990;840
S;59150990;841
S;59150210;842
S;59151250;843
S;59152130;844
S;59152150;845
S;50002193;846
S;50006130;848
S;50001810;850
S;50001830;851
S;50001850;852
S;50001450;855
S;50000130;861
S;50000134;862
S;50000134;864
S;50006310;866
S;50006330;866
S;50006350;867
S;50006370;868
S;50006390;870
S;50006410;871
S;50001282;873
S;50005503;873
S;50002350;875
S;50002370;876
S;50002390;878
S;50008050;879
T;u001;101097;10;11;utrvec;840;889;utrijs;utrvec;utrijs;E12m;;E12m;0;2;12345;12.983;;
S;59151801;840
S;59151810;841
S;59151830;841
S;59151850;842
S;59151870;843
S;59150260;844
S;59150201;844
S;59151930;846
S;59151950;847
S;59151970;848
S;59151990;849
S;59150990;850
S;59150210;852
S;59151250;853
S;59152130;854
S;59152150;855
S;50002193;856
S;50006130;858
S;50001810;860
S;50001830;861
S;50001850;862
S;50001450;865
S;50000130;871
S;50000134;872
S;50000134;874
S;50006310;876
S;50006330;876
S;50006350;877
S;50006370;878
S;50006390;880
S;50006410;881
S;50001282;883
S;50005503;883
S;50002350;885
S;50002370;886
S;50002390;888
S;50008050;889
